"Items","Difficulty","Discrimination"
"Item1",1.67212347592764,3.05060780661348
"Item2",-2.16224944826466,1.37561374740551
"Item3",0.870758245526689,3.06684873223499
"Item4",0.636276662812245,2.92193170286842
"Item5",1.6251722565076,3.21772598577558
"Item6",-1.15665816087398,2.46437793194917
"Item7",0.628566416151561,2.99819882732167
"Item8",0.0676869215017205,2.98708050073886
"Item9",2.0601495053335,3.10278650666738
"Item10",-0.922765589636825,2.45014639507919
"Item11",0.138981496168964,2.75051346811226
"Item12",-1.00894306490026,2.57889859177989
"Item13",-1.93616339470986,1.79631602617729
"Item14",1.99204256473696,3.15310968465793
"Item15",-0.445023841131114,2.58928213882635
"Item16",0.274536104719464,2.81329906674279
"Item17",1.26757502098559,3.1295422173875
"Item18",0.16518978169415,2.83872082972476
"Item19",-0.762646995357459,2.46520720826947
"Item20",1.74144660274956,3.12742216163333
"Item21",1.3749201315436,3.11885268291816
"Item22",-1.13130855999413,2.24771666713456
"Item23",1.13573014813521,2.99154693638401
"Item24",-2.08491928593031,1.43376195735363
"Item25",0.083350146231467,2.8561590814042
"Item26",0.529471705163212,2.92402826970641
"Item27",0.033795452068917,2.72415966849015
"Item28",-0.278834692535246,2.51670866648437
"Item29",0.416354345033777,2.92953989381025
"Item30",-1.38981014081763,2.18747552593058
"Item31",-1.01883853202252,2.50274083682033
"Item32",0.542246550420762,3.06925581407233
"Item33",0.613419172623407,3.00210967341853
"Item34",1.51409477320625,3.20560012241661
"Item35",-2.01406313622802,1.6126746000701
"Item36",-1.32175775192278,2.24430621078321
"Item37",0.566506170479806,2.99664345476145
"Item38",0.28796748417614,2.85027189531704
"Item39",1.38112794434184,3.17443165750876
"Item40",1.14152361449072,2.99964829569313
