"Items","Difficulty","Discrimination"
"Item1",0,3
"Item2",0,3
"Item3",0,3
"Item4",0,0.25
"Item5",0,0.25
"Item6",0,0.25
"Item7",0,0.25
"Item8",0,0.25
"Item9",0,3
"Item10",0,0.25
"Item11",0,3
"Item12",0,3
"Item13",0,3
"Item14",0,0.25
"Item15",0,3
"Item16",0,0.25
"Item17",0,0.25
"Item18",0,0.25
"Item19",0,0.25
"Item20",0,0.25
"Item21",0,0.25
"Item22",0,0.25
"Item23",0,0.25
"Item24",0,0.25
"Item25",0,3
"Item26",0,0.25
"Item27",0,3
"Item28",0,3
"Item29",0,0.25
"Item30",0,3
"Item31",0,3
"Item32",0,0.25
"Item33",0,0.25
"Item34",0,0.25
"Item35",0,0.25
"Item36",0,0.25
"Item37",0,0.25
"Item38",0,3
"Item39",0,0.25
"Item40",0,0.25
"Item41",0,0.25
"Item42",0,0.25
"Item43",0,0.25
"Item44",0,0.25
"Item45",0,0.25
"Item46",0,3
"Item47",0,3
"Item48",0,3
"Item49",0,3
"Item50",0,0.25
