"Items","Difficulty","Discrimination"
"Item1",1.39181339739642,0.719955340722024
"Item2",0.182366385081401,1.07612558641694
"Item3",1.77954381382086,0.553122553941727
"Item4",-2.07116968511121,2.66343866178092
"Item5",-0.251118407009194,1.13202299661287
"Item6",-0.894276146494895,1.82125934587875
"Item7",-1.00272915145451,1.89828911218397
"Item8",0.758141968408311,0.860048339006858
"Item9",-1.68729610064393,2.50793320337358
"Item10",1.34312220268673,0.588965494571047
"Item11",-1.58335854857923,2.32499005654181
"Item12",-0.350876148240989,1.3710072022156
"Item13",-1.06674948213733,2.03005175455389
"Item14",1.6057598397584,0.575026123983924
"Item15",2.79455562406999,0.523844284414899
