"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
1,-0.373852631746712,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2,-0.144762616701435,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
3,-0.740693654788612,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,-1.31193887554247,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0.219088441972691,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
6,1.56685372224089,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1
7,-0.221238163770494,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
8,0.200620332345655,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
9,0.0154646143761776,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1
10,-0.834761588654697,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11,-0.0610939332030411,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
12,0.783249913674536,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1
13,-1.06814494955848,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,0.963390565650192,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
15,1.63383163111225,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
16,1.82008594220708,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
17,-0.616537289352574,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
18,-0.558781461425589,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
19,-0.354503181186984,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
20,-0.399496050185484,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
21,-0.52956972352803,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
22,0.249881523307351,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1
23,-0.558442872180409,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1
24,-0.312363392507621,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
25,0.999930948073483,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1
26,-1.85597136708937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,-1.75489067594009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0.0241257216209329,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
29,-3.60836700844579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1.35485008967813,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
31,-1.13887404245369,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
32,-0.277151585708431,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1
33,0.157032434363944,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1
34,1.0590441722608,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1
35,1.19402857051956,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1
36,0.144394792920371,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
37,-0.309959513320652,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
38,-0.379222500349502,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
39,0.671074107270357,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
40,-0.0701184240957168,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
41,0.872559588731141,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1
42,-0.914312674457819,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
43,0.981203554515432,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1
44,-0.280755081191665,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
45,0.701269392816618,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
46,0.684144226497892,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
47,-0.886186392004684,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
48,-0.963587125229811,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
49,0.221750137974098,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1
50,0.128732023591238,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1
51,0.039310968675366,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
52,-0.445487708119553,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
53,-0.181154683071677,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
54,-1.51459187039896,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
55,1.21334867020677,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
56,0.523686034823733,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1
57,-1.46713105650535,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,-0.0293642929170515,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
59,-0.63877034073995,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
60,0.173109815353339,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
61,-2.1043436950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1.85799015525024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,-0.281356579948061,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
64,-0.3825437058281,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1
65,1.39490760897915,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
66,-1.08671886055376,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
67,0.468383522795484,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1
68,-0.000261559561106581,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
69,1.74080957533938,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
70,-0.934533050603072,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
71,-0.583448180994813,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
72,0.527101840199379,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
