"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
1,2.420757578512,1,1,1,1,1,1,1,1,1,1
2,-0.120201299200409,0,0,1,1,1,1,1,1,0,0
3,1.52969095753709,1,1,1,0,1,1,1,1,1,1
4,-0.26563241939676,1,0,0,0,1,1,1,1,0,0
5,-0.850145858148831,0,0,0,0,1,1,1,1,0,0
6,0.620839142094208,1,0,1,0,1,1,1,1,0,0
7,1.37331560463899,1,1,1,0,0,1,1,1,1,0
8,-0.136559930978642,1,1,0,0,1,1,1,1,0,0
9,0.791717507157501,1,1,1,0,0,1,1,1,0,1
10,0.767076099886605,1,1,1,0,1,1,1,1,0,1
11,-0.491003275328501,1,1,0,0,0,1,1,1,0,1
12,0.51752586044717,1,1,1,0,1,1,1,1,1,0
13,0.304066916194926,0,0,1,0,0,1,1,1,0,0
14,-0.306438650296181,1,0,1,0,1,1,1,1,0,0
15,-1.73471696007793,0,0,0,0,1,1,0,1,0,0
16,0.78870719523922,1,1,1,1,1,1,1,1,0,1
17,1.29204174378767,1,1,1,0,1,1,1,1,1,1
18,1.01776185253566,1,1,1,0,0,1,1,1,1,0
19,0.46793802562274,1,1,1,0,0,1,1,1,0,0
20,-0.0902945908195071,1,0,1,0,0,1,1,1,0,0
21,0.692416783542687,1,1,1,0,0,1,1,1,0,0
22,-0.243741787576321,1,0,1,0,1,1,1,1,0,0
23,1.04759217407147,1,1,1,0,1,1,1,1,0,0
24,0.071971695804985,1,0,1,0,0,1,1,1,0,0
25,-0.750530198947412,1,0,0,0,0,0,1,1,0,0
26,2.32458628442798,1,1,1,1,1,1,1,1,1,1
27,-0.935860047053505,0,0,1,0,0,1,1,1,0,0
28,0.380586242636027,1,1,1,0,0,1,1,1,0,0
29,-0.040799121271262,1,0,1,0,1,1,1,1,0,0
30,0.171514540960998,1,1,1,0,0,1,1,1,0,0
31,-0.20445670510565,1,0,0,0,1,0,1,1,0,0
32,-1.17910739594966,0,0,0,0,0,0,1,1,0,0
33,0.1559508337136,1,1,1,0,0,1,1,1,0,0
34,-0.827321423442024,0,0,0,0,0,0,1,1,0,0
35,0.840415356303644,1,1,1,0,0,1,1,1,1,0
36,-1.11517198842621,0,0,1,0,1,0,0,1,0,0
37,0.281819965438897,0,0,1,0,0,1,1,1,0,0
38,0.791965214713229,1,1,1,1,0,1,1,1,0,1
39,0.292495779330815,1,0,1,0,1,1,1,1,0,0
40,0.113947603129586,1,0,1,0,0,1,1,1,0,0
41,1.13740926250111,1,1,1,0,0,1,1,1,0,1
42,1.48939951377626,1,1,1,0,0,1,1,1,1,1
43,-0.119403501793934,1,0,1,0,0,1,1,1,0,0
44,0.839399061132018,1,1,1,0,0,1,1,1,0,0
45,0.0690998147738223,1,1,1,0,0,1,1,1,0,0
46,-0.779115830466953,0,0,1,0,1,1,1,1,0,0
47,-0.173781029655586,0,0,0,0,1,1,1,1,0,0
48,-1.22618612557435,0,0,0,0,1,0,1,1,0,0
49,-0.904650908174083,0,0,0,0,0,0,1,1,0,0
50,-0.76390378625467,0,0,1,0,1,1,1,1,0,0
51,-1.11544961920509,0,0,0,0,1,0,1,1,0,0
