"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",2.31201763061347,0.332443498601464
"Item2",2.76344271695926,0.410936327717683
"Item3",2.09200604640214,0.101204307128725
"Item4",2.29399074230825,0.399328074662328
"Item5",1.56701371923025,-0.110201965665074
"Item6",2.07080553655784,0.903402597542006
"Item7",1.89728629981452,0.039920807124986
"Item8",2.72800089257934,0.788118113207915
"Item9",2.02810000918637,0.648527440611945
"Item10",1.77629417539261,0.218632612474195
"Item11",2.35003955899681,0.299895522841229
"Item12",2.15569361089834,0.204147639272374
"Item13",2.02040065775085,-0.119499087742914
"Item14",3.3112964330761,0.366980754295972
"Item16",3.02780647949054,0.244880558849499
"Item17",2.46370559238228,0.577630196017098
"Item18",3.1538944120112,0.428536289095352
"Item19",2.61763557263672,0.436256773573589
"Item20",1.8185398370227,0.458117436399574
"Item21",2.41463840144774,0.357946808442871
"Item22",2.90215478852998,-0.549259640119127
"Item23",2.52114014387306,-0.254589087258995
"Item24",2.72066674381714,-0.462937519594064
"Item25",2.32563445106546,-0.110312772037008
"Item26",2.80267428701664,-0.565124031013699
"Item27",2.57866401886883,-0.163550523398875
"Item28",2.19459856637368,-0.140431343743387
"Item29",2.48462673195683,-0.373274887876844
"Item30",1.12826374581039,-0.604848114158981
"Item31",1.29333113174013,-0.796717719563394
"Item32",1.55045431608773,-0.568072308341339
"Item34",1.60611986729702,-0.438844420423608
"Item35",0.873906781766014,-0.724669907055248
"Item36",1.14240247394916,0.967344160408654
"Item37",1.02017181476941,-1.56540040868689
"Item38",1.13358856592527,0.98061488211875
"Item39",1.42270711283139,-0.9139459540682
"Item40",1.46833645003958,-2.14473302956567
"Item41",1.08314982812615,-1.19478615419727
"Item42",1.42814149797995,-1.53860585413575
"Item43",0.985845268934468,-2.94700615061478
"Item44",1.48673431323961,-0.0793190375014417
"Item45",1.13333511074153,-0.427512592612939
"Item46",1.40372050580803,-0.176387657621405
"Item47",1.42894884993067,-0.183160723571091
