"Items","Difficulty","Discrimination"
"Item1",-1.62427957468858,1.66813680669036
"Item2",0.131706560977811,2.88854030104475
"Item3",-1.46517262655854,2.82782714343262
"Item4",-1.39159910047909,3.01787372709564
"Item5",0.486146987469286,3.00244623080663
"Item6",1.42344606189844,2.709776707643
"Item7",2.02253857617261,3.1909132063956
"Item8",1.16545290154714,3.00623648322334
"Item9",1.37423509980451,3.07726397901259
"Item10",-2.07363716912347,1.49301971377106
"Item11",0.922736878132707,2.99468566485446
"Item12",1.54928084652548,3.06637739125087
"Item13",-1.68259694495175,1.69344117246553
"Item14",1.66834776521581,3.04417315268458
"Item15",-0.0906021619823986,3.15908326210807
"Item16",0.940151213621564,2.88323790968722
"Item17",0.387144323920941,3.28082613469541
"Item18",1.82756048544145,3.07525299969952
"Item19",0.424470653575492,3.16337041646277
"Item20",0.0945982445713877,2.84443899351664
"Item21",-0.792537479960727,2.78792750452356
"Item22",0.857643286261815,3.06365045570829
"Item23",0.649036867842622,2.92629783565873
"Item24",0.735705597325855,3.20888239125809
"Item25",0.119671624293673,2.89956610417409
"Item26",1.80173589830974,3.2225035039629
"Item27",1.59410756531803,2.92819698374603
"Item28",0.869956181975951,3.08033627260925
"Item29",1.13372097188956,3.2205664111799
"Item30",-0.565352023621679,3.07608469657747
"Item31",-0.853843611284853,3.11923344757829
"Item32",-1.3346792312754,3.02887702231191
"Item33",1.05362273794654,2.99665793283324
"Item34",-1.36728130371845,2.89005116248823
"Item35",1.17959561199416,2.95976729236736
