"Items","Difficulty","Discrimination"
"Item1",0.77848394430359,2.54632319706703
"Item2",-0.774259616771637,1.96475773200659
"Item3",0.535303507360768,2.49310317452055
"Item4",-1.52941082361868,1.34722009473072
"Item5",1.85350923532711,1.30778847292502
"Item6",-2.17599699257803,1.02997091404699
"Item7",1.00845443881603,1.92554216789157
"Item8",0.754747706684086,2.60763992972888
"Item9",0.18274208504259,2.52790963165279
"Item10",0.132226820320563,2.75639058912676
"Item11",0.279684998998064,3.21846356056651
"Item12",-1.72351185203137,1.51185324680149
"Item13",-0.608803556628108,3.0851443788768
"Item14",1.52062670112981,1.86644328940911
"Item15",-1.02452030246489,2.55540270326919
"Item16",2.00113537254954,0.886314533321048
"Item17",1.39163192903574,1.68793721353238
"Item18",-1.42941610350454,1.01329015580045
"Item19",0.107962795557715,3.01442127422259
"Item20",0.444493141819682,2.97543170853734
"Item21",-0.0919424087631417,2.78739157961919
"Item22",-1.4450663707244,1.73266920604197
"Item23",0.129401513540575,3.21768398818474
"Item24",-0.666363521763398,2.37197372721894
"Item25",0.0973817028199864,3.18969097663594
