"Items","Difficulty","Discrimination"
"Item1",0,0.25
"Item2",0,3
"Item3",0,0.25
"Item4",0,0.25
"Item5",0,0.25
"Item6",0,0.25
"Item7",0,0.25
"Item8",0,3
"Item9",0,0.25
"Item10",0,0.25
"Item11",0,0.25
"Item12",0,3
"Item13",0,0.25
"Item14",0,3
"Item15",0,0.25
"Item16",0,3
"Item17",0,0.25
"Item18",0,3
"Item19",0,0.25
"Item20",0,0.25
"Item21",0,0.25
"Item22",0,3
"Item23",0,3
"Item24",0,0.25
"Item25",0,0.25
"Item26",0,0.25
"Item27",0,0.25
"Item28",0,0.25
"Item29",0,0.25
"Item30",0,3
"Item31",0,0.25
"Item32",0,0.25
"Item33",0,0.25
"Item34",0,3
"Item35",0,3
