"Items","Difficulty","Discrimination"
"Item1",0,3
"Item2",0,0.25
"Item3",0,0.25
"Item4",0,0.25
"Item5",0,3
"Item6",0,3
"Item7",0,0.25
"Item8",0,0.25
"Item9",0,0.25
"Item10",0,3
"Item11",0,0.25
"Item12",0,0.25
"Item13",0,3
"Item14",0,0.25
"Item15",0,0.25
"Item16",0,0.25
"Item17",0,0.25
"Item18",0,0.25
"Item19",0,0.25
"Item20",0,3
"Item21",0,3
"Item22",0,0.25
"Item23",0,0.25
"Item24",0,0.25
"Item25",0,3
"Item26",0,0.25
"Item27",0,0.25
"Item28",0,0.25
"Item29",0,0.25
"Item30",0,3
"Item31",0,0.25
"Item32",0,0.25
"Item33",0,3
"Item34",0,0.25
"Item35",0,0.25
"Item36",0,0.25
"Item37",0,3
"Item38",0,3
"Item39",0,0.25
"Item40",0,0.25
