"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",0.935141296228051,-0.0535634189519374
"Item2",1.13098162102391,0.0382202412549168
"Item3",1.77280590784001,-0.0567468802755786
"Item4",1.28110029799249,-0.000798798808295274
"Item5",1.78567601821293,0.00143509763014614
"Item6",1.09161773369694,-0.0381792597589875
"Item7",1.80381882553713,0.00150221347340429
"Item8",1.26805781902653,0.00736220208297335
"Item9",1.17459545627175,0.0591048369875033
"Item10",2.02530252470498,0.040822882604452
