"Items","Difficulty","Discrimination"
"Item1",1.27273497842953,0.980140086452091
"Item2",-1.76810534903771,3.02890397902825
"Item3",-0.138936763659053,1.7182642633402
"Item4",-0.0795740030583134,1.80342981624855
"Item5",0.06056336635423,1.74702713001334
"Item6",1.18764804724881,1.07393745492887
"Item7",0.421612168084239,1.31863786798547
"Item8",-0.518261777190073,2.47278564288265
"Item9",-0.152062313478636,2.15029444503989
"Item10",1.57079019047888,0.341360644746079
"Item11",1.37789925909046,0.585996214383303
"Item12",-0.348752421155837,2.38575525433398
"Item13",1.93941178048672,0.417412014607546
"Item14",-1.06853371991716,2.64684884509008
"Item15",-2.03166240549246,2.69598583457798
"Item16",1.93207288081589,0.675158445786668
"Item17",-2.00759027309585,2.78500970569689
"Item18",0.346619131506779,1.45937373172844
"Item19",0.795017680921485,1.11286726352262
"Item20",-0.992168220280286,2.41993687820757
"Item21",0.114774003187291,1.78657373475674
"Item22",1.06838684103958,0.820762724173147
"Item23",-1.56737368665493,2.71683484239427
"Item24",1.35450247835286,1.01118621713017
"Item25",1.31678803061986,0.609327995907868
"Item26",1.17177548929382,0.705795463765849
"Item27",1.06442599550498,0.882708811502176
"Item28",1.66186996713616,0.740077774285415
"Item29",0.0341680012843858,2.06639751883786
"Item30",1.34256277381694,1.20966341489196
"Item31",0.776369627203639,0.77648588916172
"Item32",-1.01428561446993,2.81416452120715
"Item33",-0.139761328505179,2.28788768585678
"Item34",0.519340468103995,1.64015403498058
"Item35",1.06727284702644,0.973280279508565
