"Items","Difficulty","Discrimination"
"Item1",-0.842418476105141,2.15638593960413
"Item2",1.70702963584243,1.47072733715271
"Item3",0.977297383308228,1.60701371043645
"Item4",1.44727324278639,0.567795116387164
"Item5",-0.52746651757132,0.379388547545192
"Item6",1.62517321035891,1.94653757928061
"Item7",1.16586827679958,1.86559014907554
"Item8",0.497358681110676,2.55052747969015
"Item9",-0.0571419967141423,0.993322274902276
"Item10",1.97534047046814,1.22316367451189
"Item11",1.66580245669794,0.998722487811536
"Item12",-2.05415226777756,2.01170233116905
"Item13",0.622095628956223,1.03754967518732
"Item14",1.24711150378143,2.15398156439406
"Item15",-1.78523057144308,1.76803639335857
"Item16",1.75432037001889,2.34077579426676
"Item17",1.41604126913683,0.495452152622619
"Item18",0.779642298229258,0.319765794792693
"Item19",-0.157254705787449,1.62186384794122
"Item20",0.89657765261839,0.826804020575394
"Item21",2.08773254279929,1.78208964504355
"Item22",0.305147024434964,1.06060726967421
"Item23",-0.574947474756951,1.41322828155225
"Item24",-1.11409148842895,0.946049351134393
"Item25",0.261369062857795,0.856840771778021
"Item26",0.765868848964263,1.54347166393444
"Item27",1.13094894157761,1.8984958368139
"Item28",1.12746751111609,1.14175419856497
"Item29",-0.675470028996927,2.11599326061855
"Item30",1.60798237548512,1.16718892542354
"Item31",1.45414449830898,1.07217802536317
"Item32",1.61563862776701,0.097306313132952
"Item33",1.33142565093422,1.16849119109664
"Item34",1.34866963721675,1.82538400848991
"Item35",2.46141275289481,3.79710535739959
