"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",3.34034102374713,2.32550518197955
"Item2",1.65679002830367,-0.42953279974051
"Item3",0.35146540604796,-2.34437108006773
"Item4",2.41119140630299,0.51213074629688
"Item5",2.60112586388564,0.826134223808016
"Item6",1.10422981575099,-1.01612174153617
"Item7",3.00668767509389,1.50981651560019
"Item8",0.559900062989516,-1.99328652634318
"Item9",2.19889001411704,0.065819514124113
"Item10",0.870145145386311,-1.42982858030674
"Item11",1.07476091022971,-1.33489509162471
"Item12",2.58061192264421,0.859105031413973
"Item13",1.28053295990881,-0.911068174984141
"Item14",2.44766719541124,0.794784195235351
"Item15",2.80859075671065,1.04605333644674
"Item16",3.089507501647,1.16547592578926
"Item17",1.22531577903648,-1.07785771869012
"Item18",3.42446954888228,1.90180903834268
"Item19",1.80248340351459,-0.351191388437339
"Item20",1.08040875710227,-1.35601849768121
