"Items","Discrimination.3PL","Difficulty.3PL","Guessing.3PL"
"Item1",1.02887731854438,-1.02902500500125,0.022112698431591
"Item2",1.49071220857673,1.38518995575978,0.14572064464065
"Item3",1.31444340342187,0.670257106259736,0.245054659924902
"Item4",1.57832766625014,1.59039287189458,0.136732845453006
"Item5",4.06533897676396,1.60181891939129,0.120262122650173
"Item6",1.16450059472333,-1.14986954480884,0.0814373663617664
"Item7",0.786008249448216,-0.733675317564714,0.16664468234294
"Item8",1.46155130016171,0.368228153384174,0.220271134587462
"Item9",1.8519804162956,1.19284445853338,0.353349182532347
"Item10",1.64681074148386,-0.15048769031909,0.0132817887507312
"Item11",3.43105744137509,1.2787249151425,0.0743173258561449
"Item12",1.05734296755397,-1.09651299112843,0.106299558635474
"Item13",5.25378993054827,1.06743210300797,0.0648895886100281
"Item14",0.934442949071084,0.168316131232623,0.0108100387473825
"Item15",0.759000647864049,2.2524231222868,0.0481325122027268
"Item16",1.45770895521195,0.148209448300309,0.21038527681966
"Item17",3.00698438798805,1.83301386228797,0.0624636654887589
"Item18",4.45864215567685,1.36648005193329,0.0763535866394404
"Item19",1.16143805478736,0.369492962590601,0.209539482932105
"Item20",1.25070163373812,0.826849239035926,0.0262818483713065
"Item21",1.31836190423905,1.44293070154481,0.232529731094696
"Item22",1.63450329353973,1.01119912024561,0.222944463003816
"Item23",0.860466074585054,1.03760876712021,0.105023829481117
"Item24",1.73727615049669,-0.298818830182173,0.347998571952912
"Item25",3.38612000513775,1.57824151290128,0.0747463630728663
"Item26",2.77615293711425,1.81859209637226,0.023113913894746
"Item27",0.978556529066314,-0.42340554819179,0.181437452689297
"Item28",1.40367288204203,0.893613762394857,0.0220336233368409
"Item29",0.57877102118066,0.559294478257393,0.0344281053239714
"Item30",3.10130727910756,1.22345309719248,0.105577298635374
