"Items","Difficulty","Discrimination"
"Item1",1.8120107747765,0.25
"Item2",0.103588892458765,3
"Item3",2.06419635615675,3
"Item4",-0.0797158675556573,0.25
"Item5",-0.538687823291645,3
"Item6",-1.83670112209641,0.25
"Item7",0.176996466177198,3
"Item8",0.553129070675081,0.25
"Item9",-0.541097345453255,0.25
"Item10",-2.11548387770763,3
"Item11",-0.394800766009179,0.25
"Item12",-0.601556972947103,0.25
"Item13",-1.20045238261924,0.25
"Item14",0.356206726753289,3
"Item15",0.179964456900042,3
"Item16",-0.241339426229032,0.25
"Item17",0.338261851878997,0.25
"Item18",-1.42360613014787,0.25
"Item19",-2.55041870834944,0.25
"Item20",-0.722417248813326,0.25
"Item21",0.211782270811416,0.25
"Item22",1.43015431330361,3
"Item23",-0.722094032841589,3
"Item24",1.22481514093821,3
"Item25",-0.249439178317399,0.25
"Item26",-0.0695698875163947,0.25
"Item27",0.991387020895502,0.25
"Item28",1.34048302505218,0.25
"Item29",-1.87017950135622,3
"Item30",2.05155556743677,3
"Item31",-2.29369880060934,0.25
"Item32",0.699718901334742,0.25
"Item33",0.901415532593744,0.25
"Item34",-2.06450721718306,0.25
"Item35",-0.251565501704118,0.25
"Item36",-0.247163433964892,0.25
"Item37",0.251305054576222,3
"Item38",0.900802525428367,3
"Item39",-0.96063871236936,0.25
"Item40",0.290247846611107,3
