"Est.Theta","Est.ExpScore","Raw.Score","Scaled.Weighted.Score","True.Theta","True.ExpScore"
-1.1336540030732,3.35402167021358,4,1.74270545075133,-0.429334237856084,3.90006724001697
1.64906073141548,6.9733679606303,6,8.27904692039006,-0.211188490853726,4.23512678935806
1.68379551860354,7.00429239246607,6,8.32167900983106,1.1691373446733,6.92928938900609
-1.42852222654177,3.13169730999347,3,1.56455556768216,-0.276155543319717,4.12831114613715
-0.778810304838981,3.65435954520856,4,2.03940969669428,-1.27947579162247,2.99313942889469
0.494236736556257,5.34532086525859,6,5.01093230938779,0,4.62689375994501
1.34711361501927,6.66540935797578,5,7.789678560908,1.47057786019206,7.27181719486496
-1.81835600651336,2.86310816599074,3,1.382756227342,-2.69123347649708,1.92063202625673
-0.41892457038284,4.01523524738656,5,2.4985211098433,0,4.62689375994501
-5.49776311830634,1.13420218503246,1,0.489368359482058,-1.02506718344777,3.22618230254239
-0.84524515285493,3.59466940500142,4,1.97458473133832,-0.763290257527504,3.49195006405295
-3.57107436035528,1.87785245848976,2,0.849317582891381,0,4.62689375994501
-0.898305456548526,3.54825788286262,4,1.92626936082558,0,4.62689375994501
-7.52008279210268,0.654646902342327,1,0.269537847796493,0,4.62689375994501
0.360096311150333,5.11242338500368,5,4.50799685020542,0,4.62689375994501
0.408819403551924,5.19616688666532,3,4.68716689830047,-0.538308315591,3.75533713471203
-1.48059947189761,3.09434683248809,4,1.53738916953569,0,4.62689375994501
1.17051738021613,6.44572191717645,5,7.38027448386991,0,4.62689375994501
-0.513438382561131,3.91347167568599,5,2.35726291500352,0,4.62689375994501
-1.75828990607176,2.90296873013601,4,1.40797003346296,-0.782268148856815,3.47145949701931
-0.778810304838981,3.65435954520856,4,2.03940969669428,0,4.62689375994501
-0.339406396169836,4.10537419909777,5,2.6312382006906,0,4.62689375994501
2.46914618551814,7.55682373082844,7,8.88114456931213,1.38767096900973,7.18585276803694
0.0134771723894368,4.56339670000707,7,3.40642320817318,0,4.62689375994501
-0.598738596335741,3.82619838722929,4,2.24349749251674,0.126693602326535,4.89255153796051
-0.212346543323982,4.25883951781484,6,2.87298456372256,-0.190293194560632,4.27083632325831
0.586916779439095,5.50893250158171,7,5.37088153279712,0.0143503465408166,4.65593346154442
0.152031236290139,4.77159531153032,4,3.80632596511496,0,4.62689375994501
1.427956647962,6.75552907397517,6,7.94431150310169,0.555292362631099,5.85927908384069
-0.686369290330634,3.74061657054694,4,2.13857188643398,-0.279943038417134,4.12227674923954
-1.42852222654177,3.13169730999347,3,1.56455556768216,0.370050504125291,5.44191369438335
0.0685866201805202,4.64426390648234,4,3.55870396866485,0,4.62689375994501
2.69686132992877,7.68511846148954,7,8.96825799015039,1.08467791675117,6.81554257855819
1.80272403496445,7.10452859363487,6,8.45109814590379,1.19091779221262,6.9571618541796
0.632385116230709,5.58921012503351,5,5.54853325009328,0,4.62689375994501
-0.28317352672161,4.17180501960062,6,2.73349093861687,0,4.62689375994501
2.77143811317189,7.72522753529468,8,8.99347179627135,1.39429386233152,7.19291812800287
2.40546167977059,7.51915894148254,7,8.85335308454759,0.455643894554249,5.63726823586375
-3.88260886979175,1.73488121491661,2,0.778482962257144,0,4.62689375994501
-1.1172104057094,3.36704506141647,3,1.75412913303468,0,4.62689375994501
-1.75638603686665,2.90424043566919,3,1.40878314237245,0,4.62689375994501
0.950291882432747,6.12526486862405,3,6.72299592789956,0.904357956010572,6.5386696641039
4.42998437553622,8.45211037500001,8,9.37051292879418,0.726988316264041,6.21617570909144
0.022261733558317,4.57611321846343,3,3.43009794150161,-0.256726832509293,4.15959599027521
1.95392390310363,7.22115949610272,7,8.58488082814275,1.87056642515358,7.6298724409784
-0.139296546565458,4.3527333460838,6,3.03019518455983,-0.282621968759985,4.11802115373662
0.445338005415665,5.25963038453698,5,4.82427785112697,0.76409802435956,6.2878086364334
-1.27375368852906,3.24590562432913,4,1.6522940751385,0,4.62689375994501
-1.15506700912726,3.33717279449808,3,1.72810221800423,-1.48925580777708,2.81308243040415
-1.41399376962225,3.14220927718381,3,1.57232979269453,-1.03733034434053,3.21447959584612
2.1979591866568,7.38981849463867,7,8.74842747846482,2.20034004261721,7.8808552567075
-2.78235064118162,2.28198862583631,2,1.05516994844793,-1.45611270431232,2.84093788615119
1.96157990299339,7.22678758274249,7,8.59089048342102,-0.189636307030764,4.27196977521556
-2.00713106780849,2.74095152975407,3,1.3084289960404,0,4.62689375994501
0.634594156849265,5.59310316377966,7,5.55715714337507,0,4.62689375994501
0.21685976831652,4.8744335556476,4,4.01261883544509,0.326301885102865,5.34150970661163
-0.711253143829455,3.71700986214307,4,2.11078040166944,-0.792318316105803,3.46069887967008
0.236027557564503,4.90546139539567,5,4.07586381291145,-0.893134986030094,3.35592589416841
2.37131804758935,7.49860184457726,8,8.83769937096164,0.32043300814546,5.32804698530929
-2.78235064118162,2.28198862583631,2,1.05516994844793,-0.817984404840465,3.43349237311906
0.284003888580177,4.98429096922993,4,4.23845900240892,0,4.62689375994501
-0.882026506448747,3.56238303900019,4,1.94078359129551,0,4.62689375994501
-1.74162114225386,2.9141203641028,3,1.41511917185725,0,4.62689375994501
0.208338673193419,4.86072904025055,4,3.98482735068055,0.145367833009015,4.93330127540309
-0.268879479122092,4.18906230164979,5,2.76065733676334,0,4.62689375994501
0.646893860988082,5.61476162599302,5,5.60514348566329,0,4.62689375994501
0.703696149394665,5.71425758334228,6,5.82559908396693,1.05768719831823,6.77717173412742
0.242524537154789,4.91604023144544,4,4.09752718177567,-0.429532630118621,3.89979141009399
-0.898305456548526,3.54825788286262,4,1.92626936082558,0,4.62689375994501
0.267189043714415,4.95647816058397,5,4.18078941899421,1.08932127288631,6.82204157259641
7.64334865910691,9.27190629731048,9,9.73046215220351,1.38639822919437,7.18449083696995
-1.03868049950836,3.43030745858563,4,1.81136445522277,0.384794038937855,5.47572007068424
-1.15506700912726,3.33717279449808,3,1.72810221800423,-0.357843173091621,4.00267689377765
0.0465850584368605,4.61166803035872,7,3.49683458378601,-1.11331504366029,3.14313539265785
0.93409743493369,6.09974574037076,7,6.66852816389717,0.636581674390371,6.03308349123634
0.752344383964919,5.79848439713047,6,6.01187469454489,0,4.62689375994501
-6.16523449109531,0.947133567991182,1,0.402254938643795,-0.177964653775669,4.29221977535729
0.538187094435828,5.42280548264286,6,5.18092911976172,0,4.62689375994501
2.77143811317189,7.72522753529468,8,8.99347179627135,1.4065285886755,7.20587593291041
1.5599158010186,6.89015510913751,6,8.15813235950898,0.763393115539764,6.28646798764422
0.655946166382629,5.63068044752622,8,5.64041938059361,0.968248558314301,6.64244392108846
-6.16523449109531,0.947133567991182,1,0.402254938643795,-1.98822117164006,2.41600868603405
0.28226138618506,4.98139979103438,4,4.23244934713065,0,4.62689375994501
0.468261008904014,5.2997142087179,5,4.91139127196523,0,4.62689375994501
0.00738759962090691,4.55462020545948,7,3.39014440796915,0,4.62689375994501
-1.26831424676501,3.25001404444641,4,1.65559202991307,0,4.62689375994501
-1.44460499384049,3.12010811810224,3,1.5560509924905,0,4.62689375994501
1.41018096113976,6.73623963854408,6,7.91194855858644,0.749150360255816,6.25921276814333
-3.50272995301183,1.91046316260039,2,0.865596383095406,-1.21128227254075,3.05379781927812
0.365483432806665,5.12162351707201,5,4.52757360518401,0.601637332614315,5.95932969532222
-0.0313331765104091,4.4995566063675,3,3.28916612086836,-0.565601997419636,3.72105835794768
-2.34742497624706,2.53151956146396,3,1.18895263068689,0,4.62689375994501
-0.923308348862615,3.52675289894701,4,1.90448753133931,-0.434451218331111,3.89296817120175
-3.38863806799615,1.96591047576943,2,0.893387867859947,-0.507886196114275,3.79443256397799
-1.22971619691017,3.27936624990419,3,1.67946047328496,-0.789100709273628,3.46413723564022
-0.54409905227548,3.88162572714589,5,2.31495719976905,-0.96556007513215,3.28378922006917
0.601467394259181,5.5346458278899,7,5.42773800730234,0,4.62689375994501
0.495798507773459,5.3480682315612,6,5.01694196466607,0.176479131568073,5.00193785959027
-0.597343348640222,3.82759331546705,4,2.24526206225083,-0.513849314680035,3.78669332095308
-0.55019270623695,3.87536133361308,5,2.3067424699831,0,4.62689375994501
-0.638860891192962,3.78652671479721,5,2.19404263888798,-0.502143516979903,3.80192151086753
-0.87537303978865,3.56818487314711,4,1.94679324657378,0.440565565700144,5.60306503755652
2.08799424964831,7.31638871047679,7,8.68130185903385,0.746750616766356,6.25458933612494
-0.84524515285493,3.59466940500142,4,1.97458473133832,0.394559614788885,5.49808919479018
0.35617142417608,5.10573036365018,5,4.4937724651412,0,4.62689375994501
7.64334865910691,9.27190629731048,9,9.73046215220351,1.36549486973589,7.16192706507326
2.04929029264663,7.28959015590799,7,8.65527494400341,1.88792393276602,7.6438612343456
2.03900709674858,7.2823796989662,8,8.64812580560911,0.712179283031773,6.18699898293747
0.378200850361276,5.14340303741039,3,4.57402656243176,0,4.62689375994501
-1.51280039772205,3.07150109606096,4,1.52111036933167,0,4.62689375994501
-1.02791198880818,3.43912622324444,4,1.81957918500872,-0.615257688900668,3.66050212137897
0.632676977855533,5.58972452997888,4,5.54967273320929,0,4.62689375994501
