"Number.Items","Number.Students.Original","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,1,0.660104229568952,0.00802221965450938,0.0111841302497114,0.997990204030636,0.998436825357162,0.0020590292459159,0.00158889128759796,0.565451190092605,0.756624789259444,1.06160755125201,1.03427321788873,1.3030502404082,1.54297815003675,1.01071865439352,0.959985901991296,0.989633483850557,0.950810123714639,0.999219988076034,0.643145783910733,0.664875346824283,0.659420218303715,0.693717221535383,-0.981631703325305,0.979788702726917,0.994803238761594,0.99517089849809,0.974083223862343,0.975094930616829,0.999609917956016,0.988546351046681,0.820513433810816,0.801963704858726,0.815398888167186,0.816016492503515,0.830511334123469,0.812046931096791,0.832896885295763,0.833413665525002
10,5000,2,0.609991732433651,0,0.00891545121923767,1.00195947310683,1,0.00378561831970938,0.00471416556896323,0.587582866755385,0.85018705694728,1.34241186436685,1.27313290453237,1.31175867345592,1.72184694257572,0.96979387888022,0.931380519666701,0.98893938706868,0.916112673595099,0.999242277432329,0.607736944991746,0.644897675494733,0.615962356241371,0.665187407168259,-0.940764505041106,0.965080576774138,0.994454316230102,0.996653468474998,0.953534745636905,0.957137750585097,0.999621066921025,0.993497535821885,0.807536757072089,0.779574848870681,0.803055213229285,0.804780448290685,0.815010185525704,0.784832693152732,0.81559022012789,0.816428415463358
10,5000,3,0.589285834174638,0,0.00963378292611324,1.00153162533471,1,0.00563708639657608,0.0101646029677931,0.606664889568627,0.84648419481671,1.29323201828256,1.27067586470022,1.30915268068551,1.64711620795033,0.981046385026133,0.933672995942948,0.996287939102821,0.932340639868539,0.997006851234938,0.596513017993796,0.629554601325378,0.603002422800826,0.639840057368308,-0.965452797520254,0.966267559189974,0.998142243922589,0.998869258413143,0.961338433769121,0.965577878717476,0.998502304070921,0.995225676909296,0.795221782297945,0.772342552235599,0.793444768919285,0.794068885844458,0.79992326850152,0.776532306347153,0.799900029608893,0.80053263085075
10,5000,4,0.579491792392123,0.00638591197556561,0.0121371082982048,0.997533426175488,0.998081553692046,0.00263062963009556,0.00407583690321487,0.606809856021291,0.860783977293885,1.04703867525168,0.59370085148877,1.35644064681919,1.48661439193837,1.0174027382855,0.958749685791764,0.998864470241025,0.958032877119449,0.999234708044543,0.599656809960844,0.622336252421605,0.60943404032281,0.632775350023009,-0.938983702125876,0.979157640930082,0.999432073850457,0.998171747364144,0.979225335378464,0.978791539153996,0.999617280785273,0.993349421110163,0.789216809064054,0.774375109337099,0.788882914266499,0.788052950909804,0.794453637522542,0.780662564955442,0.795471778269355,0.795756632373129
10,5000,5,0.618189578710752,0,0.00960996362385905,1.00070335084546,1,0.00390017320991794,0.00813970583071021,0.593125610202722,0.84597316107331,1.51855529705923,1.57342036427166,1.18997873504864,1.85418868067644,0.839401345268323,0.91176949760373,0.96566720979568,0.878057438928951,0.99938997874729,0.59571840810195,0.634479526830093,0.646633190882811,0.731048998445145,-0.981453365093775,0.95486621974166,0.982683677383358,0.977897449816595,0.941327208645358,0.937047191409775,0.999694942843711,0.961331697519584,0.810236543811573,0.771827965353644,0.796542231667658,0.792697389079664,0.84008934472662,0.804135057613339,0.855014034063269,0.854789885842921
10,5000,6,0.592065544522443,0,0.0101068856197221,1.00114427745055,1,0.00356001022176994,0.00542659364882088,0.610146051588226,0.798108972706876,1.62985919372882,1.71677418606038,1.16794194407341,1.89898270664408,0.840671519721458,0.936631388782624,0.965033944975429,0.905441607615747,0.997535607239461,0.585404761356082,0.604894057613396,0.603986811128747,0.66249666834004,-0.978633207356769,0.967797183702569,0.98236141260507,0.990035017117069,0.942528769503772,0.951546955024158,0.998767043528901,0.985722519787124,0.787645022251141,0.765117482061471,0.777749353978128,0.782702138694379,0.804795924189951,0.777165883919739,0.813938983179967,0.814255502530307
10,5000,7,0.585984291644881,0,0.0105195032775574,1.00041523589107,1,0.00173811629005355,0.00906918620948009,0.59343862722756,0.900866696912419,1.58319367303889,1.68884270051293,1.22752804430678,1.86472982160813,0.815161446426591,0.895284252056756,0.960775789889085,0.857002641976991,0.999849481821067,0.574627647257632,0.626196820083928,0.608247868405596,0.711984241118177,-0.980228008093288,0.946194616374855,0.980191710783704,0.981278322947137,0.925051713120253,0.92574437183112,0.999924738078355,0.969994553372588,0.80645198899644,0.758041982516561,0.791325988505324,0.792017248281988,0.830258219353154,0.779902473650136,0.843791586304448,0.843825086610072
10,5000,8,0.625334982685912,0.0052028426660411,0.0110251183440223,0.999008509441371,0.999228840676622,0.00162470786063611,0.00617641515082838,0.571418496510829,0.850760239091497,1.17515253562883,1.0361085783193,1.35048825780778,1.60402300871036,0.99565150574214,0.930322958910268,0.994496452353455,0.922792710345249,0.999706501724277,0.627683332428953,0.676428280728349,0.638326026696462,0.694155654534504,-0.96888236920246,0.964532507959306,0.997244429592592,0.997076884728301,0.960330590130016,0.960621002448546,0.999853240092904,0.991761076519659,0.825593055228265,0.792264685839874,0.822452600900714,0.822115162813788,0.832369220546092,0.798953081661535,0.833160041369306,0.833205019726587
10,5000,9,0.614844345501584,0,0.00774585319019156,1.00259929512733,1,0.00311359210090856,0.00283733251697498,0.597219737653362,0.839660943347415,1.53889323139498,1.60359477897926,1.21580782950142,1.84469982325588,0.899088628507684,0.936492479028587,0.958363287390278,0.896472102852868,0.999227513854764,0.604426194701397,0.614865448541444,0.630508896610649,0.687713121455967,-0.950779702985522,0.967725415099029,0.978960309404972,0.983890475171511,0.941006332332542,0.946822107289891,0.999613682306702,0.980146720214775,0.80205894627744,0.777448515788279,0.784133565498534,0.788244189130563,0.822896542397407,0.794045903339758,0.82928470470398,0.83033575278856
10,5000,10,0.692088069479795,0.00433571071280725,0.00986028630624314,0.999640676140072,0.999720525886723,0.00679520978094191,0.00154448290030436,0.57202754018039,0.684990940639394,1.01384976783021,1.15302101812368,1.09002065263798,1.40518933487301,0.855907999187412,0.966679345297007,0.927293240405274,0.938624613569583,0.999301030880196,0.65317437364853,0.621951941861842,0.712871979563448,0.745601927308898,-0.948500619959177,0.983198527916414,0.96296066399686,0.96932725705416,0.963982986685469,0.968826410441819,0.999650454349017,0.959849541816046,0.819155178647559,0.80819204007991,0.788639297690548,0.793841700787596,0.843428649119539,0.844317463732361,0.863482441806953,0.864258203756525
10,5000,11,0.716675878701649,0,0.0102538594742439,1.00032048615508,1,0.00644016988778721,0.00239700787854542,0.542396483057104,0.603173133580889,0.670070121981499,0.817004836978794,1.11577378636302,1.20331914571172,0.914773566480266,0.978727607502437,0.956502658332068,0.971597704669987,0.998977533863711,0.69046825037184,0.673087003770735,0.735218708916619,0.754825224840821,-0.948527390356696,0.989306629666676,0.978009538978055,0.981573160340778,0.983122861253317,0.985696558110045,0.99948863618538,0.965436381059693,0.839532328965153,0.830944192092249,0.820418797792161,0.82355037152891,0.853513796709135,0.857448954117165,0.868806782225381,0.869361049529846
10,5000,12,0.666735022957738,0.00476755689360408,0.0101640409997125,0.999326739148929,0.999476352671389,0.00855594808425054,0.00234739565479683,0.56039656769381,0.719019907239698,1.24979653483038,1.33430844618885,1.21616309524337,1.66475975717778,0.966712279175088,0.965952008324634,0.984563080942362,0.953935199934549,0.997074571539995,0.671715997372043,0.677148467856819,0.69071673630564,0.713515144562993,-0.932815248980657,0.982828575248316,0.992251521007835,0.993483105151242,0.973340894715898,0.976696063232851,0.998536214435909,0.986315952668626,0.830773391706089,0.819582819104966,0.822890313381327,0.824604843334339,0.84261899172315,0.83109369887254,0.844698256517079,0.846555707375794
10,5000,13,0.638872744841959,0.00656273185238157,0.0112005291746136,0.9987309076248,0.999012928152622,0.00468871526159328,0.00559053640037236,0.564953542171952,0.807129567318562,1.30683282580691,1.40804089769448,1.19530669402784,1.67027125368268,0.904094138829511,0.943579375884716,0.964821636017959,0.916360217987948,0.99900732139663,0.642699824075336,0.648430684574862,0.670466592219707,0.715323185582484,-0.94718723421646,0.971380139741757,0.982253346147499,0.986657185740897,0.952991437893562,0.957267056775666,0.999503537460788,0.979879175121708,0.821957564772264,0.80168561423749,0.805251938572557,0.809135234294769,0.8401629642287,0.818820244143798,0.84576780831531,0.847010948360448
10,5000,14,0.579574973343002,0,0.00991309324350776,1.00207612320516,1,0.0175050476587052,0.00300236420214337,0.608999141120521,0.792645720831059,1.86513939580193,2.02314036498638,1.1639767938323,2.10793324653569,0.856159027930732,0.944383089237436,0.94802726796635,0.920462005722352,0.983557148207953,0.596639105923575,0.590559229253051,0.607891471929456,0.636264082731438,-0.914800996753102,0.971793748301273,0.973666918389626,0.994161388518902,0.932340425198266,0.959407111565447,0.99174449744274,0.990800930693847,0.7911553040227,0.772424174869985,0.768478515804477,0.785563546221208,0.804058774187902,0.779673952322032,0.797661634235619,0.806855836867895
10,5000,15,0.60759176249263,0,0.00798076780225479,1.00293689888708,1,0.00271535799375566,0.00144010513695869,0.584399627146656,0.811494433098661,1.38131808638639,1.44060174475833,1.24335627679482,1.72618788899768,0.920644189945813,0.953133466620552,0.975697716016178,0.937193064968492,0.994845448365003,0.615141453318039,0.631345838578608,0.622021449349354,0.660552231711041,-0.961639238499455,0.976285545637418,0.987774121961179,0.996240426857344,0.955785590869234,0.968087323007843,0.997419394419921,0.993153746994838,0.804777133697073,0.784309539224175,0.794572739639744,0.80145882396998,0.812835835501246,0.788683364443141,0.812743644522085,0.81525984629987
