"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score","True.Theta","True.ExpScore"
-1.22399176004428,6.08917945284681,5,4.77327568175819,-1.70642171957417,5.11472225781981
0.355177352663469,10.1198494352237,10,12.4494687403258,0.480839233019209,10.4102996938981
-1.24865205007708,6.03437840231082,4,4.65490848147154,-0.643018359099962,7.63000298757738
1.15325476836878,11.1667275085713,11,14.8192138098085,1.21046863002193,11.2532059692706
1.19376445034571,11.2000861595146,13,14.9130428774777,1.10341353514696,11.1683909122721
0.227370770773972,9.87100619546619,10,11.9561672781716,0.859218045643541,10.9294290550156
0.0368669586074368,9.45493836451915,9,11.1541803585599,-0.0532816348744923,9.30593296940648
1.50512500312467,11.4086027601953,9,15.5727861007377,2.05060889415976,11.6175808876132
1.10223523376989,11.1224344940748,10,14.6980938116425,0.140400936942019,9.75971523750109
0.730388253092355,10.7133677585656,12,13.7018712847483,0.317275638523305,10.1209023012802
0.442876161225725,10.2765466739916,10,12.767590588031,1.16351711027501,11.2173861116576
-0.599680148975384,7.75012628309678,6,7.98907385251481,-0.786279134215795,7.19987718157353
-1.19665384344124,6.15118877027486,5,4.905395320909,-1.55713056977854,5.35698310640172
-0.0402491353454795,9.27161034993533,9,10.8071475339793,-0.0323499862746614,9.35784785186743
-0.329034546799108,8.51869298508988,10,9.40535807736205,-0.903990560966882,6.85702218461666
-0.813302083662032,7.1399746382799,10,6.85384678071768,-0.0295837366704737,9.3646578562433
-0.0994586500285317,9.12535451935529,7,10.532324061747,-0.0412188696132061,9.33593400400959
-0.772778681150555,7.25412411272081,7,7.06809246057519,-0.499260825067044,8.06376476810081
0.348771575665562,10.1079580110179,11,12.4255898400221,0.347164903118683,10.1769342934799
0.428222411826526,10.2511511214137,11,12.715564844974,1.5040143082833,11.4336484860801
0.193039448115672,9.79999556108679,9,11.817545085595,-0.285225705585081,8.6882178080577
-0.123445540203241,9.06480465715356,10,10.4189952411688,0.301660084008813,10.0910588066581
-1.6539930470599,5.28497953867744,3,2.80016985601772,-2.25881541618906,4.3174050295167
-2.46353455210282,4.14548104366211,3,-0.635205090642574,-2.46871482042108,4.04762853128265
0.867572034888517,10.8831271663804,10,14.0944804811036,0.429956439989809,10.3247480241468
0.359916218081318,10.1286072162752,11,12.467077072881,0.372547145597324,10.2233992333857
