"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
1,0.474742922624274,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1
2,-0.41912722038228,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
3,-0.933745444292931,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
4,0.057091869677878,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0
5,-1.65273175578075,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
6,-1.25741170754477,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
7,-0.337738518254558,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0
8,0.20717925641616,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0
9,1.07836605087281,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0
10,-1.23123827086437,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
11,-2.16348241340853,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
12,-1.72864837212239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13,0.790595843496565,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0
14,0.313204309664872,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0
15,-0.413972099576394,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0
16,0.365519137948591,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0
17,0.386154505264044,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
18,0.0495502774444933,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
19,0.188783974646207,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0
20,0.506008768472408,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0
21,-0.780807823388312,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
22,-0.526933373516314,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
23,-0.955369436387764,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0
24,-0.989355380967199,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
25,-0.411230808468209,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
26,-1.32409977266556,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
27,0.3681224374713,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0
28,0.573014618800379,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
29,-0.697051368586893,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0
30,0.304531620605168,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0
31,-1.18091103020972,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
32,0.756429720808282,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0
33,-0.165553921298923,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
34,-0.735064012440336,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
35,0.0966620170541424,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
36,0.495112450891962,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0
37,1.52351035862259,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
38,0.701911093799324,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0
39,-1.55276907445728,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0
40,-0.523870195050178,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
41,1.35571405610427,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
42,0.823169067669588,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0
43,-0.98069316078743,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0
44,-0.588155208758718,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0
45,-0.849514115789454,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0
46,-0.892122861022684,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
47,-0.849156987368887,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
48,0.0815350608852847,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0
49,-0.596627062580869,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,0.738136058098717,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
51,-0.0733105045628829,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1
52,0.0908913965383716,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0
53,-0.79806028429844,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0
54,0.70796299423967,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0
55,0.696956595923008,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0
56,0.471837280139076,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0
57,-1.29945359975124,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
58,0.616464377835578,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
59,-0.0780156454680193,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
60,2.14520549059234,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1
61,0.804901753488871,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0
62,-0.284029878606906,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0
63,0.410381354898775,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0
64,-0.264001557172378,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
65,1.8481455571908,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
66,0.681265509721101,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0
67,1.13953312244757,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
68,0.876038242355233,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0
