"Items","Difficulty","Discrimination"
"Item1",-0.447023975603106,2.91194679255605
"Item2",-0.753746192173721,3.1858095616201
"Item3",-1.11095042790921,2.96616621581651
"Item4",1.11464920973697,2.99713752105403
"Item5",1.17480620280928,3.16557989620072
"Item6",-1.31347582194796,2.90574761006882
"Item7",-1.2825368643329,3.2248777270622
"Item8",-1.14215329303656,3.19639228711676
"Item9",0.873054311365017,2.71717137726304
"Item10",-0.955484717702938,2.91289675128945
"Item11",-1.13036932696056,3.01077268840493
"Item12",-0.214247763185709,2.78453023162039
"Item13",0.499401113818798,3.03583754140409
"Item14",1.20803928284503,3.11085658035605
"Item15",1.54765489393186,2.98566678316842
