"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score"
1.49731899856542,13.2784497872093,13,18.5078702793839
0.568871800266004,10.4077982270208,11,12.1689386704276
0.805613903193393,11.0974564178327,12,13.71726788308
0.062545528428343,9.06194306143043,11,9.08176659121556
-0.544888703584954,7.6806124877567,7,5.7899189519382
-0.966457138428554,6.86151011064106,6,3.74433503160999
-0.89362101021359,6.99528793603849,5,4.08501893995829
-0.00974803920508448,8.88445208220828,8,8.66692538017274
-0.422520259046366,7.93921366807478,7,6.41873662061298
0.584494326092816,10.452166746259,10,12.2691652255255
-0.651570435696629,7.46294933480402,6,5.25498542684854
0.58124318163471,10.4429197200038,11,12.2482839290107
-0.568699419613314,7.63140770434985,8,5.66946829786631
1.47717992412897,13.2128686776883,15,18.3655188528266
-1.27015435815042,6.33709869934617,4,2.37687779737292
-0.0783378283630085,8.71939734473217,10,8.27927043088118
0.61852830279985,10.5493963647762,9,12.4884942158302
-0.965443053465411,6.86335101522101,4,3.74904339288368
0.33214480231468,9.75614044543985,13,10.6861004070806
0.245356145946182,9.52707903759748,8,10.1597425683871
1.66191104242653,13.8152504739493,14,19.6705167954281
-0.168754997013445,8.50674152216307,7,7.77697245581457
-0.960483675207807,6.87236272699664,4,3.77208371602947
0.960371319648602,11.5670317841082,14,14.7607543778263
0.595325100855429,10.4830237141502,10,12.3388175107394
-0.00447618304546383,8.89727264398512,10,8.6969591283624
-0.109220489180218,8.64613628108592,9,8.10659807128492
-0.576403891563326,7.61556350360986,8,5.63062488575263
0.143022308219214,9.26381272042203,11,9.55118041735614
-0.210273768555567,8.41095036995047,7,7.54960322288598
-0.309399875448847,8.18692399496615,9,7.01497500150842
-0.304933297587012,8.19687775368472,7,7.03881854271943
-0.202394357258673,8.42904018934928,6,7.59259578983919
-0.358739384301614,8.07784787092995,7,6.7531198062099
0.767792357652352,10.9848573078788,13,13.4658182841644
0.0431988533350078,9.01408817633394,11,8.97011752607249
0.675608415239109,10.7142045006767,13,12.8593195126321
0.255721680174568,9.55415731775467,9,10.2221139231764
-0.158377864619088,8.5308653977974,9,7.83412163449547
-0.835745601058064,7.10385460240178,6,4.35940386199373
-0.631807581797965,7.50273054574769,6,5.35316800870795
-0.728982238241386,7.30946961703933,7,4.87433036683666
0.195783849408839,9.39862721495573,9,9.86331177241265
-0.710330464399583,7.34610927466224,7,4.96547831913279
0.988992430377537,11.6553382149842,17,14.956115569389
-0.354118049895178,8.08799629800241,7,6.77752762826933
-0.386207060105339,8.01781812565707,8,6.60855023190819
0.259173578827414,9.56319167152325,11,10.2429144067676
0.0238966326798701,8.96660287406956,6,8.85918611160451
0.0182594330135588,8.9527836747069,9,8.82687542076682
-0.876176171182391,7.02779967325091,5,4.16737793516953
0.142667707246731,9.26291327687326,10,9.54909438533757
0.54106312584829,10.3292323839498,13,11.9912419441363
1.25964277300708,12.5091472529072,17,16.832650235833
-0.141278110729509,8.57077678461898,7,7.92857508349665
0.211358474095092,9.43879756711948,12,9.9561137857818
-0.955951770752545,6.88061042372596,7,3.79315857648315
-0.104483666392301,8.65733080319389,9,8.1330078006147
0.204599420765525,9.42134350235611,9,9.91580249648324
-0.279420733669381,8.25398615572927,8,7.17545360656359
1.48581123438202,13.2409703125617,15,18.4265259155728
-0.74501896532794,7.27813867908175,7,4.79624718942925
0.681839872512593,10.7323270228743,11,12.900024815674
-0.307703839513955,8.1907020508938,8,7.02402608262474
-0.192123936653074,8.45268214969049,10,7.64874500636004
0.849412027432796,11.2289394628207,11,14.0102668458667
1.12599079153561,12.0836369371272,12,15.9000877546079
2.22436534561297,15.6150999406246,21,23.549039048708
0.328485717656629,9.74637572605745,13,10.6637193954653
-0.125586034450337,8.60757747399083,11,8.01556193678893
-0.306101023207717,8.19427420378075,7,7.03258274613561
