"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",0.578065150167926,-0.957190179292479
"Item2",0.562008082368946,-0.705699197352953
"Item3",0.411915026391574,-1.09757806487585
"Item4",0.386778178708226,-2.02837654811829
"Item5",0.412810671029743,-1.08271718957765
"Item6",3.52457293136304,0.715739622945195
"Item7",3.48831633185185,0.910868534376456
"Item8",0.364535621367747,-0.955375699105535
"Item9",3.71194468404919,1.23371737827136
"Item10",3.55270950554665,1.08995700130128
"Item11",1.9403980093428,0.0705231254367436
"Item12",3.89716172057758,1.78591226834916
"Item13",0.279795695807508,-1.81954749040951
"Item14",3.30352531107572,0.602233708122348
"Item15",1.79384426563528,-0.0863371669006701
"Item16",0.553818408082548,-1.22436474898877
"Item17",0.692869645308128,-0.866209558584836
"Item18",1.11087953596654,-0.415272894063298
"Item19",3.56730708315062,1.6692587934582
"Item20",3.02501632778661,0.457165742484672
"Item21",3.63483057658491,1.00053787927388
"Item22",0.400149267216109,-1.35120093634968
"Item23",1.28818801381333,-0.17227103953465
"Item24",0.436472205095503,-0.952649730136416
"Item25",0.891013473167959,-0.551427415393965
"Item26",3.06510913912807,0.564848408998717
"Item27",0.177853716930682,-1.37582172641182
"Item28",3.32019969757698,0.541183474473859
"Item29",3.65342295421345,1.5089518710233
"Item30",0.677662963178619,-1.24769175521403
