"Number.Items","Number.Students.Original","Number.Students.Removed","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2Del.EstTh.add.SimSumSc","R2Del.EstTh.add.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2Del.EstExpSc.add.SimSumSc","R2Del.EstExpSc.add.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2Del.TrTh.add.SimSumSc","R2Del.TrTh.add.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","R2Del.TrExpSc.add.SimSumSc","R2Del.TrExpSc.add.WSc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,266,1,0.828255266063304,0.00481584922865544,0.00733398103340772,0.999799836341561,0.999844317154548,0.00426788608747454,0.00171816491901704,0.407782054234854,0.144200920436972,0.458085133052942,0.505072133914854,0.898410008055258,1.0269446471281,0.894551073335081,0.974560705229378,0.966553451537378,0.00848492926298983,0.000477675570989988,0.99622092407643,0.998399117947126,0.00041281365492718,0.00259100752562291,0.819387339082936,0.817170199750004,0.00244429117542022,0.000227151842489115,0.846063610176057,0.849380036325786,5.74099994494759e-05,0.0033738361491783,0.98719841229075,0.983134503278864,0.989518264649304,0.997460261093468,0.998108673480213,0.999199238363964,0.98954548213681,0.90729631164739,0.905200165202666,0.903974667648383,0.907293923801305,0.908990366033802,0.91981716127503,0.921618161890154,0.92159686423929
10,5000,299,2,0.786704608271827,0.0129867486094717,0.0110623534292349,0.998229347608149,0.998622825917449,0.00601251280524491,0.00161478858155066,0.460695914195887,0.254242563945514,0.55014154299877,0.629255261805366,0.875721940590705,1.02623856621549,0.85306647235978,0.940904341777649,0.940162571973049,0.00490499015599133,0.00416322035139072,0.982310973279332,0.996825836740469,0.000269886872874547,0.0147847503340118,0.747258652547722,0.750926455121416,0.00200447450469043,0.00567227707838458,0.786540967040274,0.800660855840546,2.19163119968835e-05,0.0141418051122693,0.970002238027134,0.96961980795209,0.981585925552463,0.990420696312801,0.991116024126001,0.998411656953418,0.979549749305317,0.877926181758215,0.864441237186034,0.866560127816539,0.873656160143667,0.868724906473842,0.88687144899375,0.89479654438344,0.893788589289201
10,5000,303,3,0.820425383472885,0.00896199418049994,0.00740621513024581,0.999277478450455,0.999438038794798,0.00883608324717623,0.00128008952980892,0.375804621599002,0.0736174201000774,0.0757243238394354,0.10929044790009,0.851549264837717,0.864056885644257,0.853523320875181,0.995552679446567,0.995540079868285,0.000348308205335601,0.000335708627053344,0.998805436487681,0.999864265749196,1.79846531188632e-05,0.00107681391463321,0.834187057904439,0.833201778614402,0.000990883545763155,5.60425572648793e-06,0.84018010551994,0.839914743609832,0.000436496608344106,0.000171134698236042,0.997773861877814,0.997767548013206,0.998348303429896,0.999313217390035,0.999402539764474,0.999932130571468,0.997485710233245,0.913435967141849,0.913338413680515,0.912798870844176,0.913187911417653,0.914369452601011,0.916613389341406,0.916468626636959,0.916441608037464
10,5000,177,4,0.76996143434465,0,0.00762539225929829,1.00046728112727,1,0.00569290622407754,0.00100659924237795,0.42964988972283,0.267226330148194,0.403547654584996,0.493579731308642,0.830962780374125,0.904958304664451,0.795001734244779,0.969953613884595,0.984088918151016,0.000504558265270627,0.0146398625316908,0.979484970883524,0.998683486927472,3.20959885493632e-05,0.0192306120324974,0.792644802077483,0.803772090316229,0.000480771271500813,0.0116080595102459,0.802285154561736,0.817048098929568,7.69955058733673e-05,0.0148399398737055,0.984862230915876,0.992012559472417,0.995500881588071,0.989522969662181,0.989689330488878,0.999341526670173,0.994489686380714,0.900258298135729,0.890306015972872,0.896533373788298,0.898939767361716,0.899407233476805,0.895703720301384,0.903907129593283,0.904175424493915
10,5000,362,5,0.818546997303043,0,0.00660522592171163,1.00014215927893,1,0.004337627078079,0.0019066292416164,0.398813657956177,0.06160430303552,0.153097348640341,0.173600011970258,0.834657991997246,0.858724912679911,0.837515926417499,0.975039507329285,0.977007935991276,0.000411954622181798,0.00238038328417345,0.999140208426439,0.999978397563308,1.3863200254427e-08,0.000838203000069093,0.805181961784422,0.805869905250866,1.20016888094376e-07,0.000688063483331613,0.837745282178285,0.837700783455205,0.000197157149728122,0.000152658426648022,0.987440888017751,0.988437117874109,0.988911951755786,0.999584203570998,0.99957001176828,0.99998919872332,0.983906571334719,0.9020476900392,0.897319319854657,0.897702570593883,0.897986252104114,0.90156937473073,0.91528426304525,0.915259954032298,0.915210167529274
10,5000,166,6,0.792425331102398,0,0.00711080101173779,1.0001411018197,1,0.00453300332962495,0.00104798956833752,0.417754217588832,0.170017952281271,0.326174029441233,0.378949794494349,0.853041644427044,0.909791074446116,0.843524081685522,0.983290997122839,0.989138177461071,2.2913622834686e-05,0.00587009396106752,0.993521568436086,0.999411483740824,2.42252650997088e-05,0.00591414056983774,0.821440354544543,0.826242212062457,2.43081022259783e-05,0.00482616562014004,0.835932945829785,0.840683150911567,3.45661721461443e-05,0.00478477125392829,0.991610305070918,0.994554260692232,0.995154558373448,0.99664606032869,0.996755520895714,0.999705698563745,0.993827896504182,0.909779382963277,0.906333467629074,0.908978664250408,0.908953359318117,0.910987111125394,0.91429368685876,0.916887752623824,0.916635214421519
10,5000,226,7,0.808672559623996,0.00566349318751558,0.00614456855315811,0.999681804773396,0.999752514823753,0.00898607458447385,0.00168483276890149,0.421615552717884,0.162826746163766,0.474263679231004,0.517091743586492,0.841982260770594,0.994810010305677,0.835334134010875,0.959121597406706,0.953672549805024,0.00549202750352262,4.29799018413224e-05,0.993952867187789,0.998569636693158,0.000172270868607161,0.00478904037397565,0.811185955071076,0.810126703570281,0.00195928250167088,0.000900031000876322,0.835703673702037,0.840741044136531,1.94067259209341e-05,0.0050567771604153,0.97934753658071,0.976561595499754,0.983864735051538,0.996604095903349,0.99697184874388,0.999284562421114,0.986912303090383,0.904308341982321,0.900658622937168,0.900070388119886,0.903709747825943,0.895744716410491,0.914168296158884,0.916919322588706,0.916316861556938
10,5000,183,8,0.698234292633588,0.00848886257186124,0.0116124905665882,0.99856559161794,0.998884349036175,0.00853884872737039,0.0058002636925131,0.519343501745089,0.433346036652122,0.828047726078816,0.957452672975734,0.90112447848593,1.20054255580259,0.804234465809217,0.928554598707535,0.963491088231217,0.00573881016775735,0.0406752996914395,0.932475521807254,0.990890214407615,0.00125517589654012,0.0596698684969013,0.701110152558221,0.738139434280432,0.00197691385417775,0.0390061955763882,0.710417476505116,0.757375441596904,0.000680037324666039,0.0476380024164539,0.963615379032285,0.981575818890837,0.991041114721567,0.960126396624991,0.96564772138045,0.995434686158572,0.988596253775983,0.860366626926428,0.837323206747683,0.859150414235151,0.861859441283267,0.860734335994935,0.842862667642314,0.870273199401719,0.870851932337008
10,5000,322,9,0.815090351140301,0.00246262182318227,0.00601917875655889,0.999946599200868,0.99995846604512,0.00659173729950347,0.00115487917581109,0.410934125946302,0.0678407407848271,0.10270692291554,0.12737260347906,0.83469932684667,0.84960602556858,0.835744180129748,0.957587310875109,0.958182252720892,5.73397860430536e-05,0.000652281631825513,0.998825384865029,0.999950572998262,7.66596991441659e-08,0.00112526479293251,0.780968380175547,0.781263070641946,0.000100457131909648,0.000395147598308498,0.820991026473408,0.821487721983544,5.22665603285288e-05,0.000548962070464842,0.978563902295149,0.978867842316261,0.979780419761181,0.99942785492653,0.999412519866061,0.999975286193745,0.978053373791553,0.895128717718568,0.883724153893933,0.883890870323903,0.884541529738485,0.884471770089412,0.906085551409694,0.906359598605071,0.906294414932925
10,5000,63,10,0.675427414867986,0,0.00837983525982223,1.00111509069528,1,0.0058164257554671,0.00215204888760748,0.569733641599666,0.190255603670031,1.30537807834668,1.36354393529515,0.774672069722094,1.53506254800781,0.761108408243432,0.96271573053236,0.940457099507048,0.0265790470608711,0.00432041603555999,0.984147925653886,0.966202233677175,0.0238814578875073,0.00593576591079614,0.710541691166382,0.713811343270985,0.00822507578493392,0.0114947278895366,0.72247942351813,0.72540014074682,0.00854660624645021,0.0114673234751401,0.981180783817314,0.969771673904248,0.989791729089927,0.972875046939921,0.992042300334964,0.982955865579515,0.988558277879617,0.851080851519664,0.842936350602098,0.844873566441148,0.850079292619414,0.845194120309711,0.849987896100957,0.851704256621287,0.856078631756616
