"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",2.85171562646917,-0.725902048612295
"Item2",3.06632565831893,-1.46976584163633
"Item3",3.08017472541402,-1.78754623555402
"Item4",1.40717441590113,0.596266723060907
"Item5",0.885654808852636,1.31958092456251
"Item6",0.748709272755042,1.23746011203583
"Item7",0.704605774623139,1.17232610486178
"Item8",3.22344795433436,-1.59359303161716
"Item9",2.18528677373031,-0.00347879728042787
"Item10",1.65869783281271,0.337449153200002
"Item11",2.80475360547992,-0.774122378950511
"Item12",1.0359528898293,1.0969101858694
"Item13",1.1605322318281,0.68157504217625
"Item14",2.00462409898317,-0.321827081705553
"Item15",2.36836458587844,-0.108094645321851
"Item16",2.89479012349059,-2.24279417204652
"Item17",2.55801714692792,-0.691212856896888
"Item18",3.26065245975943,-1.31671197443417
"Item19",0.945847746343955,1.2895712308066
"Item20",0.568451507072668,1.64577031343796
"Item21",2.53316189861268,-0.868822374403362
"Item22",0.989712764630064,1.10572217340394
"Item23",3.40364554661119,-2.46619671149997
"Item24",2.83560418319824,-1.43877178260187
"Item25",1.04358964248336,0.932143120001879
"Item26",0.658662907229445,1.37343974444336
"Item27",1.67553997694961,0.255527903921521
"Item28",1.72205901390743,0.220712367605287
"Item29",0.606040507057142,1.64634553254098
"Item30",0.480645707417834,1.96781411177823
