"Number.Items","Number.Students.Original","Number.Students.Removed","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2Del.EstTh.add.SimSumSc","R2Del.EstTh.add.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2Del.EstExpSc.add.SimSumSc","R2Del.EstExpSc.add.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2Del.TrTh.add.SimSumSc","R2Del.TrTh.add.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","R2Del.TrExpSc.add.SimSumSc","R2Del.TrExpSc.add.WSc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,20,1,0.283629666797361,0.00351910639127984,0.0121694707323539,0.996405499406317,0.997204277316024,0.00445417368333169,0.00549563027338213,1.73553774448644,1.09861728067087,1.42079705259509,2.06062062171653,1.4355664084608,2.13356700253485,1.02834911389167,0.634935419209563,0.745713665532512,0.0716272366128182,0.182405482935767,0.611475548982679,0.932796986321022,0.0213025129437948,0.342623950282137,0.303518977114228,0.582201397807273,0.000459386730893074,0.279141807423938,0.309084410846638,0.602629967366948,0.000237501843708299,0.293783058364018,0.796828349903266,0.86354714146508,0.96323518765263,0.70202743246068,0.78196902047503,0.965814157237831,0.993763267824062,0.666056213920592,0.550925564041304,0.763021230246756,0.74112254692279,0.673063145822996,0.555953604940771,0.776292449639276,0.75149753564309
10,5000,76,2,0.489271775796192,0,0.0100817210796088,1.00081211379166,1,0.00629272147463967,0.0054538013027265,1.99154944656641,0.943541341789075,1.58434178334212,2.13496271018498,1.29565503258519,2.14637463979279,0.969346535783737,0.702155355523437,0.558092060259611,0.153849861611859,0.00978656634803299,0.775361059484618,0.947911652468318,0.0188040934139082,0.191354686397608,0.475201866098473,0.641788480478236,0.0025598179866162,0.169146432366379,0.537141337198477,0.781101897102513,4.91787912083597e-05,0.244009738695245,0.837947107831657,0.747055593821243,0.878408132784751,0.824772635297741,0.880545887211234,0.973607545404368,0.939944503632968,0.662740476299024,0.689348871108435,0.801117020464698,0.80288123169744,0.667051472569944,0.732899268111572,0.883799692861744,0.862675160772451
10,5000,91,3,0.538707793314454,0,0.00981864458351337,1.00087536898351,1,0.00502500651500669,0.00340193730135187,1.84464724794483,0.967536062330172,1.49773353586753,2.06028670076364,1.32630728300199,2.13520221414415,1.01602147519908,0.714711654124278,0.610924510137274,0.118655239310813,0.0148680953238084,0.792188968537252,0.961381204847652,0.0121740978334856,0.181366334143885,0.520638475987327,0.691046734456171,0.000970664961928991,0.171378923430773,0.576149684388923,0.796970475267903,1.27113781754895e-05,0.220833502257155,0.845406206580173,0.781616600474474,0.88837057349996,0.848134030199677,0.890049980920876,0.980500486918621,0.954782394163967,0.685503245949134,0.721552822728404,0.831292207623872,0.827324083597578,0.695608337659581,0.759045245284445,0.892732028812623,0.874617292273593
10,5000,55,4,0.454993972823432,0,0.0114007611412905,1.00008222398812,1,0.00635118652194574,0.00556974974867644,0.871687729125242,0.957367556467586,0.772687008168547,1.29579204936335,1.22161555198,1.26567701783305,0.770372530251111,0.66664062659778,0.869163917036751,0.0100423484607957,0.212565638899767,0.68133328596018,0.990887849817911,0.000747999757846451,0.310302563615578,0.46742435499519,0.699099206800653,4.10380788644638e-05,0.231715889884327,0.478120596169322,0.727411152643886,1.33393270135285e-05,0.249303895801578,0.816480634551597,0.932289610065859,0.961882223165703,0.813226746531894,0.825429152598925,0.99543349844071,0.98840581575932,0.793984461418025,0.683684397214965,0.83612152633493,0.837083669197382,0.804999754563019,0.69146264987295,0.852884020628764,0.851769095110166
10,5000,25,5,0.32540908203182,0,0.0114722215280967,1.00275701962473,1,0.0102819248401614,0.0133362720517018,2.04251052048737,1.03232740315665,1.83008368642473,2.45856099451764,1.43901976745694,2.57157092336077,1.12145818714399,0.725170753128511,0.673192005969495,0.139740091191439,0.0877613440324235,0.691695995470069,0.906932353596953,0.0428225152846607,0.258058873411545,0.332223664520441,0.579401020391112,0.00140217241185658,0.248579528282527,0.35328836664952,0.655937495882437,0.000155719873488169,0.302804849106405,0.851569582082702,0.820482788344457,0.952361830636568,0.72325381538176,0.831682629053934,0.952329960463784,0.974242075041529,0.651129684077076,0.576388466678886,0.761183959625472,0.742252703376563,0.672186227899118,0.594380658037856,0.809899682604233,0.77717408382536
10,5000,23,6,0.212188588384022,0.00455093240009098,0.0128420085995685,0.985289025839244,0.988558131208301,0.00200489613599001,0.00867666865237706,2.38458375355708,0.994253255329619,1.61864481338488,2.33320376208327,1.49816723527561,2.53011041707461,1.25104608922971,0.751831723505256,0.712499843335252,0.164124393439749,0.124792513269745,0.688760537990048,0.889852286812727,0.070226671383409,0.271318420206088,0.234591463100174,0.494009833787837,0.00027424235638307,0.259692613044046,0.241719021611234,0.53646667984866,1.59727989945679e-07,0.294747817965416,0.867082304919929,0.844097058006514,0.971993243444125,0.671653853777136,0.829915982488618,0.943319822124356,0.988314978719432,0.597263100601253,0.484346428809147,0.702858331235988,0.666342542999016,0.613481976356576,0.491649287207084,0.732438857413136,0.68856179120296
10,5000,32,7,0.333504716281468,0.00636648514330448,0.013189270249745,0.994378917422129,0.995628046883878,0.00994406481037525,0.00894864090474783,2.06647119001123,1.06700292835761,1.64622039624783,2.32502173741741,1.44059350144127,2.443305335833,1.12172046359018,0.718465802081824,0.694791895632156,0.121658619573078,0.0979847131234101,0.681715944886479,0.926055978744455,0.0318144624788785,0.276154496336855,0.357108461334647,0.620638484103387,0.000966708266048388,0.264496731034788,0.37340194762209,0.67359671704603,0.000241234356337827,0.300436003780278,0.847623620530848,0.833541777976459,0.950663427163885,0.731639945530183,0.825660913987381,0.96231802370342,0.981608551611637,0.6764854744149,0.597585526376474,0.787806120884693,0.76948056227337,0.690906704034705,0.611066238326166,0.820729381127561,0.794798661854765
10,5000,35,8,0.258221187399999,0,0.0108911187792931,1.00914928104083,1,0.00601505206794471,0.00596954740141265,1.59785526254979,1.09984937753409,1.09084555045904,1.75192221384218,1.4047851124812,1.81263538530632,0.952084481463523,0.597138486318737,0.794749933752028,0.0436106429595648,0.241222090392855,0.576204433266068,0.952762567316715,0.0114327914418033,0.387990925492451,0.290763470029496,0.580793191166553,7.60417933238777e-05,0.290105762930381,0.291498753287821,0.591510730198666,7.97857510859146e-06,0.300019955485953,0.772747362544019,0.891487483788767,0.966928540908372,0.699374822582208,0.759081308731856,0.97609557283942,0.996159498382225,0.689976828390949,0.539224878904427,0.762097888178778,0.749863526077293,0.691720307516385,0.539906244905372,0.769097347673664,0.754632502695961
10,5000,65,9,0.477282246018107,0,0.00933071179217154,1.00314340308135,1,0.00675366715220481,0.00694065807998361,1.33697312153789,1.02597684096403,1.12392685613817,1.69019253138616,1.31329440979093,1.73101168375207,0.90545778533174,0.664228049630258,0.733192818264548,0.0365940526389997,0.10555882127329,0.720454487565967,0.977273970262312,0.00330320792057093,0.260122690616916,0.50440164372949,0.719238413509942,0.000305046794331632,0.215141816574783,0.526139292789032,0.763581919177786,4.3621870235433e-05,0.237486248258989,0.815001870936661,0.856266791522682,0.924091202673666,0.825822616023233,0.848795904541231,0.988571681903903,0.980437155360393,0.748547130973129,0.710212393393337,0.848079249545667,0.845117931232259,0.748907163689577,0.725354597965046,0.873831745347916,0.864055235454077
10,5000,20,10,0.151289506294825,0.00784929342149677,0.0139893225365171,0.845081280459367,0.879507662579507,0.00642163498429674,0.0369344199106458,2.96771554633445,0.748299391928386,0.341683193336191,0.854056057021126,1.56010320399532,1.80215447334056,1.4912754174396,0.750648813300742,0.920428506252989,0.000402048532064159,0.170181741484311,0.800359469552782,0.998448255827672,1.31158487621796e-05,0.198101902123652,0.123670927536767,0.100067095161941,0.023624678979359,2.08466045325956e-05,0.123724598308511,0.100073637243113,0.0236706469147577,1.96858493591578e-05,0.86639991533976,0.959389652984119,0.969017763287357,0.893696882456833,0.894628118020435,0.999223826691334,0.999934421837603,0.299713874450189,0.351668775322415,0.316333834993889,0.315550329972257,0.299665090412052,0.351745075741667,0.316344175295061,0.315549268195198
