"Number.Items","Number.Students.Original","Number.Students.Removed","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,20,1,0.237635333855457,0,0.010386313126068,1.0321610508166,1,0.00503214483728079,0.00570366200383044,2.24683031094684,1.00731721138995,1.70223516223618,2.41304353371796,1.50095831401455,2.62498484127627,1.26296007096904,0.751659624829932,0.706188422177801,0.692879590681064,0.886867345886365,0.265186425874343,0.506990597234919,0.271241497989359,0.543699695667029,-0.0968786207889251,0.866983059136644,0.840350178305331,0.971233605676072,0.674444498279553,0.832393891544781,0.94173634627021,0.989431741141266,0.614106056299009,0.51496254803077,0.712032722025413,0.681594653139504,0.627563158386197,0.520808504144622,0.737359949866433,0.700409273162882
10,5000,22,2,0.216738136044607,0.00540673580742082,0.0131503280163742,0.980462218451034,0.984803947684138,0.00461464259086068,0.00543978714149077,2.36758664094391,0.999147207415096,1.78335006787392,2.49965266564884,1.499273736241,2.67620989946015,1.25197519394873,0.757200842719315,0.692921900488283,0.689943264279276,0.876686978645852,0.242665346535253,0.501502663489488,0.253253780183592,0.541677035398403,0.188498123336283,0.870172880937642,0.832419305691719,0.971777285164708,0.656936687052489,0.83062823469906,0.936315640500495,0.989408338209983,0.603439127778297,0.492610745452485,0.708168527604474,0.672443111953953,0.620326648008167,0.503243261438831,0.735987116326368,0.694582627271827
10,5000,54,3,0.386280079906537,0,0.00871770189742084,1.00825783843927,1,0.00391188844440002,0.00456608176460643,1.80613440389955,1.03257697156438,1.51661929648076,2.18527508608806,1.46736116205992,2.38837216518575,1.17609912709295,0.756108923261648,0.727725027753809,0.726659380430847,0.940607040249433,0.381392040554521,0.632685822772167,0.401959140155233,0.700705984220156,0.0165494648600584,0.869545239341605,0.85306800886788,0.953301601555134,0.773050575726885,0.852443183110081,0.969848978062787,0.976580023592259,0.685338507568236,0.617569462129177,0.795415503225935,0.775332099410105,0.705438964320726,0.634002476458281,0.837081826478246,0.808149633934957
10,5000,81,4,0.468746074999992,0,0.010177180114189,1.00173693468506,1,0.00279534647826747,0.00297878409706685,2.04155402600086,1.04818082561692,1.62426529746816,2.26837517061269,1.41387522703561,2.34481493204124,1.0793136500766,0.729846083899984,0.652887777755009,0.748225979658912,0.952454813567529,0.467323254473185,0.689302752770605,0.500257360906451,0.770298780639489,0.132273359247258,0.854310297198848,0.808014713823337,0.916107065426492,0.807222564652819,0.865000566276643,0.975937914811966,0.967603962236748,0.696581031637334,0.683610455210557,0.830242586700179,0.820228240617711,0.708747118142353,0.707288739417256,0.877666668296962,0.856315071802745
10,5000,50,5,0.480232505336682,0.00814381010523406,0.0127014820350465,0.997176016679777,0.997803568528716,0.00345167297136911,0.00365911932906341,1.86896180916561,0.998072279864485,1.55871119540113,2.16810353408672,1.40954206864558,2.33469947216828,1.11771322616165,0.762230021563826,0.680080432324405,0.782133479460161,0.955478374187452,0.487137967985902,0.685827631950095,0.526468143089935,0.770941133863376,-0.349246432935733,0.873057856939519,0.824669892941658,0.924564332467034,0.83068296474635,0.884383106724772,0.977485741168357,0.965537465166794,0.707184325853164,0.697952697527493,0.828147107674775,0.818751988210637,0.722682266378638,0.725581244995994,0.878032535765831,0.85764934571018
10,5000,71,6,0.484075108240021,0,0.00880959374209212,1.00327221755822,1,0.00307020400287609,0.0051836567013865,1.82068306745036,1.02571185064881,1.531154479661,2.1585499645038,1.39317456414507,2.29171553866836,1.0961114096563,0.751599930290784,0.688775491485724,0.766177698154704,0.95690248282773,0.49345517070073,0.692028286992158,0.530685706892795,0.773697999903773,-0.256977535502837,0.866948631863956,0.829924991481594,0.926944163596946,0.823016044089785,0.875315770539241,0.978213924879282,0.966924681360884,0.714320529445748,0.702463643686085,0.831882375695121,0.823272095466578,0.727855053414657,0.728481782128281,0.879601045874647,0.859673253340947
10,5000,24,7,0.222749192314178,0.000195751620122585,0.0122438165369227,0.999975804273739,0.999981181101797,0.00466152780257107,0.00396714578000595,2.31804701942629,1.02122573517594,1.76254362786214,2.47530129281608,1.5216825288358,2.65935817089994,1.24760825696021,0.737343434246369,0.701827047832366,0.676798038008151,0.884552366084977,0.226736910624855,0.507000184086287,0.234479623014673,0.546284506679702,0.0889697937308108,0.858687040921411,0.837751184918509,0.970960485212469,0.661439669505244,0.822677359605909,0.940506441277771,0.9894294774632,0.599788866010652,0.476168993766766,0.712039454023643,0.671698050418566,0.614366689383572,0.484230960404922,0.739110618703115,0.69215957285976
10,5000,21,8,0.220263336565015,0,0.00975214974534615,1.04953211415109,1,0.0024383046303896,0.00447093002909522,2.32040195460522,1.00499639771226,1.58665573048889,2.30545314704298,1.50700615665653,2.5152188813463,1.2551854752118,0.74845600599443,0.725097983483614,0.688983004394117,0.898547534235484,0.244256569304866,0.510489818780218,0.249592590272193,0.550543767779719,-0.281052908152243,0.865133519171711,0.851526854235152,0.971740598313102,0.681834070940445,0.830050001140966,0.947917472270389,0.989384004567841,0.613272150597954,0.494223197861923,0.714485702292368,0.67921430226524,0.627051943434171,0.499592424154123,0.741986366303127,0.699472203829877
10,5000,187,9,0.68510975252067,0,0.00769450273773036,1.00084863743678,1,0.0054122728095175,0.00601101399670336,1.55656159954032,0.898176708588543,1.23423743640916,1.76779425984678,1.26579248335739,1.92052672603319,1.02220088457989,0.745196749629539,0.67202338418929,0.873481090827813,0.984957077013808,0.651644932418105,0.757007272564723,0.724442689358989,0.854973894063456,0.463703965720359,0.86324779155787,0.819770324047711,0.883711010260515,0.917737938840251,0.934602102944249,0.992450037540333,0.955009819824548,0.75215124651753,0.807245274014104,0.870061648715034,0.872239687897674,0.757663315823623,0.851141991302855,0.924647983863836,0.917614430659938
10,5000,104,10,0.581334297925146,0.00715674822621971,0.0113849964261754,0.998804564243455,0.999070216633798,0.00717290079875785,0.00242236716950818,1.80446571101029,0.975907270344778,1.44889125559634,2.02332352057704,1.34339726365838,2.13172508646741,1.03559381964605,0.739177368892183,0.661529890723646,0.819129157945546,0.972702754621141,0.569826065303962,0.731528111481899,0.626908379311314,0.825013909384749,-0.0513484828699067,0.859754249127147,0.813344878095169,0.897831220217829,0.874142059854569,0.905057543996815,0.986256941481854,0.959402499513933,0.72689303753318,0.754868243671677,0.855294166636193,0.852942555054686,0.737003261246513,0.791775460159833,0.908302763061276,0.895202165556852
