"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",2.88300169952663,-1.01022922247248
"Item2",0.484192344728718,-1.42280073165719
"Item3",2.25717178716048,-2.46707313670512
"Item4",1.98768690804365,1.08271796303454
"Item5",2.11600486055486,-0.027368901329192
"Item6",2.1823592793379,-0.862515371458407
"Item7",1.06741569301388,-1.10343186416146
"Item8",1.12564216453404,-1.87067061530814
"Item9",0.912174195021312,1.43673445800794
"Item10",2.19029897288566,-1.70768760244015
"Item11",1.36167751219809,1.20063943023998
"Item12",0.887746949949246,0.480990258565966
"Item13",1.86907866785333,1.34891797581586
"Item14",2.77772417961119,-1.72435159152423
"Item15",0.803952588583563,0.12052780483328
"Item16",0.959838919612504,-0.888437845787306
"Item17",0.975269730374381,0.749235331796906
"Item18",0.634885917793716,0.711994838600683
"Item19",3.54734304034713,-0.608634017686979
"Item20",1.89474639669004,-1.6110862267679
"Item21",3.14689404465413,2.03205556712496
"Item22",1.43240869175721,1.43199205623588
"Item23",1.7606049760705,-1.44495424570793
"Item24",0.752172219140544,0.689112228975844
"Item25",2.25509992061296,-0.157229161390299
