"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15"
1,0.515869023611256,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
2,-1.15222147429389,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
3,1.21322015071592,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1
4,1.25191775049848,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
5,-0.564263145137068,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,1.42629999455216,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
7,0.831580501496378,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
8,-1.24071620467069,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
9,-1.33263444054389,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
10,1.29340379420039,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
11,-0.242718922807615,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
12,-0.762208205658229,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1
13,1.02649677016708,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1
14,0.825721067190758,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1
15,-0.139458363962395,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1
16,0.275073645011955,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1
17,0.495652467499661,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1
18,-0.842603460863909,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
19,1.51593167316769,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
20,-0.359360344874605,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1
21,1.02001342919523,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
22,0.128820289245794,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
23,0.08670902595365,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
24,-0.585290260613947,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
25,-0.0883301011175718,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1
26,-0.0391506333688878,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
27,0.116557391637963,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28,-0.963884573582168,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,1.4548461626423,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1
30,-1.95829259689578,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
31,-1.07577022228125,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
32,-0.209974930430025,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33,0.860979447530204,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1
34,-0.422040156050792,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
35,1.61877299817898,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
36,-0.157123928782709,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
37,0.518396605256644,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0
38,-1.07701796331973,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
39,-0.716869682903778,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40,-0.378746144046647,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
41,-0.218517087754775,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
42,1.80982205856442,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1
43,-0.245756910178684,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
44,0.569356594227431,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
45,2.12880088959053,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
46,-1.07229425468329,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
47,-0.264176868688518,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
48,0.98446654750547,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1
49,-1.37220708010172,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
50,-0.395831295512659,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1
51,0.951618552916371,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1
52,0.299779333796198,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
53,0.856125234545579,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1
54,0.741142140906993,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
55,0.599863282303578,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0
56,0.35485744351714,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0
57,0.878142312573474,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1
58,1.5842114327211,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
59,1.1391430356139,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1
60,-1.01917963065435,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
61,-0.0382128620885135,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
62,-0.173259370006994,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
63,0.728673639660809,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1
64,-0.489509261595678,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1
65,-0.425273642846482,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
66,-0.416398347610238,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1
67,-1.08193852772832,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
68,-1.67718301980523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-0.218857216462765,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
70,-0.138877210683643,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
71,0.321805496589288,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
72,-1.61504712073212,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
73,-0.687472837504726,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0
74,1.26869067336864,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1
75,1.38383186663619,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
76,-0.93489100156551,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
77,0.521658075285503,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
78,0.780481919256955,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
79,0.376781126734787,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
80,-0.207663144122293,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1
81,-1.53265960376816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-0.959305270767698,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
83,0.153919523105488,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
84,-0.786388604468623,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1
85,0.794226573970958,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1
86,0.393453627896393,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0
87,-1.38872721084019,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
88,-0.879456824678802,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
89,1.56207265476137,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
90,-2.38699056192235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2.15008162738336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,-0.971786018743936,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1
93,1.34245107511091,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1
94,-0.968032449392711,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
95,1.5255571025567,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
96,-0.607179713831143,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0
97,-0.551821595440855,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
98,0.693800702219588,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
99,-0.673269399405373,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
100,1.90992153137459,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
101,-0.554185923271934,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
102,-0.015619384745197,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
103,0.0362224237265456,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0
104,-1.67869046037619,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
105,0.714719719859221,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1
106,-0.438767915753693,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1
107,1.28369464260265,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
108,0.848879565957394,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
109,-2.10620661382994,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
110,0.031452849938521,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
111,1.65475607479918,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
112,-0.558556905828904,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
113,-0.0792633939542966,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
114,0.379255264206789,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1
115,0.0567544186595004,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
116,0.959760400216554,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1
117,0.81512339901901,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1
118,-0.344289536515143,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
119,0.586355374196282,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
120,-0.755127452932756,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
121,0.146554999990507,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
122,0.215748480665582,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0
123,2.33524561397304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.27256429435681,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
125,0.829181838543765,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
126,0.427807878671794,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1
127,0.450622235568246,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1
128,1.41952974752322,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1
129,0.183936091304593,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
130,-2.18141354918106,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
131,-1.10035951146532,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
132,1.92749521470496,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
133,-0.693337213393023,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1
134,-0.408030217964546,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1
135,0.852649624284451,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0
136,-1.03607805079718,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
137,-1.17620947195017,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
138,-0.360833266114083,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
139,0.196833036668397,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0
140,0.49719667788712,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1
141,0.0892674438234557,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
142,0.210597079640938,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1
143,0.428048054546457,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
144,1.3843751112003,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
145,0.852852311321109,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1
146,-1.18497786287876,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
147,0.0682908600269373,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1
148,-0.144420993761821,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
149,0.278610168355673,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
150,0.0284131013371253,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
151,0.17266969974591,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1
152,0.191478129206428,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
153,0.0602456947633254,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1
154,2.27247898378967,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
155,-0.354206928276566,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
156,0.574962306083044,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
157,-0.146646918464782,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
158,-1.95972925655234,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
