"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15"
1,1.8292524157467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.184497101917867,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1
3,0.60031944088702,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1
4,-0.971801050674594,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
5,-0.170278383384128,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
6,-0.264045027198216,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1
7,0.629729711504648,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1
8,1.25137164358657,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
9,0.056764417772405,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1
10,0.720323825921269,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1
11,0.385316686801115,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
12,0.322156015200181,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1
13,-1.42615363008565,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14,0.104570990714543,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
15,1.02269553796603,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
16,0.264122736867647,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1
17,-0.717093384283307,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
18,1.73321794941142,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
19,0.849567414509995,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0
20,0.276866130841955,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
21,1.69844243438426,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1
22,1.29228781337995,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1
23,0.599739783310148,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1
24,1.18652299541891,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1
25,-1.48742811659899,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
26,-1.0711239113522,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
27,2.82454284338288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.579743492805903,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0
29,1.05970989775556,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0.588249657187208,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
31,-0.464490498020922,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
32,0.710803193176922,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
33,-0.283230117760174,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
34,0.472100669345829,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
35,0.67784177647431,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
36,-0.00845982784955863,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0
37,0.221065266708159,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1
38,-0.710612233380009,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
39,-0.165188681408274,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1
40,0.765147502203677,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0
41,-2.09775844785558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,-0.723599249668042,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
43,-0.450862246204064,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
44,1.38842456050972,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1
45,-0.553913542000927,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
46,0.0106509026085604,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1
47,-0.485688593438652,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
48,0.334284105613747,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0
49,0.0703173048132013,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1
50,-0.356286626498525,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
51,-0.563963933558139,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1
52,0.210602736535023,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1
53,-0.401515596362478,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
54,1.47774260956951,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
55,-0.579923194802178,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1
56,-0.856490641072793,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1
57,-0.997324607176492,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
58,1.59384801204119,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
59,-0.985003729350013,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1
60,-1.53267496824323,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1
61,1.77178374215137,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
62,0.255309474098817,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1
63,0.465344321835109,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1
64,0.37108434807845,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1
65,2.12048379205399,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
66,-1.44608862142191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,2.05506597584648,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
68,-0.985410744509892,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
69,-1.1171080497723,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
70,0.196838027821158,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1
71,-0.0959718035453898,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
72,0.7870963863167,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1
73,-0.403476059034021,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
74,0.331674042150211,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1
75,-0.040193937635216,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
76,-0.536933657634694,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1
77,-0.741903468286159,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
