"Items","Difficulty","Discrimination"
"Item1",0.415489636739878,1.26002545032141
"Item2",1.41891487214701,2.06261152449049
"Item3",0.0672046653417849,0.900827403396732
"Item4",-1.3511429848117,0.566717741869754
"Item5",-0.501479198196204,0.60595899038584
"Item6",1.15509287191882,1.62025967045337
"Item7",2.10220683586732,2.68111820024582
"Item8",-1.81071597333136,0.380604170367632
"Item9",-0.198524859118872,1.52266092897125
"Item10",-0.173639744257024,0.827628496059025
"Item11",-1.8873668207538,0.61285957293605
"Item12",1.79645575830734,2.60251715881268
"Item13",1.92980131217585,2.15488508477724
"Item14",1.0862269957995,1.86797722117373
"Item15",-1.42162003367364,0.563662760856674
