"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score","True.Theta","True.ExpScore"
1.85005070575524,21.9545526124469,23,23.6043400233281,1.81246906163819,21.8918974380073
-0.995432224581522,8.59677575436,9,9.27498560885953,-0.703936355222848,10.7586122534277
1.74417560839624,21.7519948344223,22,23.4469996965623,1.36549041657087,20.9022237010998
1.17862468382761,20.3698848414748,21,22.2301602752567,1.49015009255767,21.2140743340109
-0.976309268523025,8.73830581410014,8,9.43662070394577,-0.956985703381988,8.89328863047522
1.09104359885984,20.1058809589816,21,21.9783808473746,0.916536049056499,19.5415639666156
-0.296635405008158,13.6341376401255,13,15.0208232841511,-0.49580749967091,12.2603709794194
0.506150249590988,18.0335588557889,18,19.8879830442226,0.20631522303397,16.6560346037731
1.12322548720195,20.2043848648288,20,22.0728199484909,1.26018669213573,20.6153249203856
-0.0876486593682203,15.0058413372951,15,16.571704495611,0.192753968640447,16.5870977644465
0.79051689751152,19.1088093663335,19,20.995168618704,0.470107524950047,17.8678566477342
2.15383320436055,22.464460202462,22,23.9707182162012,1.78534844015864,21.8410830741916
-1.77285564167435,3.43495372790529,3,3.42834090593512,-1.84993534140012,2.98249774131773
0.256878430813376,16.9265353784481,17,18.7026762904148,0.115814486450173,16.1823205423387
1.21871758101202,20.4863639838245,21,22.339814122081,0.795840106596617,19.1211321744397
-0.999218625807456,8.56875747644081,8,9.24298906345929,-1.22165870427256,6.95146946787261
-0.270059533183392,13.8147359516986,14,15.225753397747,-0.384930082324596,13.0389687318722
0.476835933384689,17.9131567693039,17,19.7611735874068,0.510484890336821,18.0348832661141
-0.836465379852493,9.77186980203904,10,10.617248958613,-0.680286697653448,10.9312748260453
0.496150488573794,17.9927336832905,18,19.8450472805618,0.292367027407208,17.0772502751527
0.480595475967474,17.9287224108867,17,19.7775986145972,0.201559094048333,16.6319385654992
-0.852107480156349,9.65656425396889,9,10.4855316553243,-1.05679973537785,8.15571317696844
-2.30777587959802,1.3772141730127,1,1.16059884033606,-2.16912982380215,1.67966586976951
-0.28881283133369,13.6874481013599,13,15.0813335388636,-0.0802560495250038,15.0464311363084
-0.715229699285252,10.6610481904308,11,11.6328317442344,-0.60975823675591,11.443454447625
0.728406449382364,18.8860463661794,18,20.7695900238488,0.111126837503898,16.1569009919003
0.506150249590988,18.0335588557889,18,19.8879830442226,0.241810631635599,16.8331292290767
0.082008356737986,16.0122745277107,16,17.6969104809195,-0.0294971482188282,15.3543308647694
