"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",0.792720879324225,-1.00955478978856
"Item2",0.765657945826605,-1.14462969235006
"Item3",0.952919381207444,-0.402946615452676
"Item4",0.695383545397827,-1.26546068219209
"Item5",0.762570335173364,-1.00671221261618
"Item6",2.56539171052021,1.726048058927
"Item7",0.777070540510709,-1.67489408332981
"Item8",2.25498840546312,1.91792652365834
"Item9",0.820069554452421,-0.636319786224354
"Item10",2.62915862281869,2.19722043225662
"Item11",0.649397037598694,-1.84468309082165
"Item12",1.49779845971452,0.45098475543661
"Item13",0.716025553163838,-1.07440958636457
"Item14",1.2395536918863,-0.205432933974161
"Item15",1.59433982879578,1.06119915150764
"Item16",1.47676413620759,0.691421228351955
"Item17",1.3163090074587,0.342656316963809
"Item18",0.815389385357377,-1.04322174728789
"Item19",2.29700046984622,1.82000975453903
"Item20",1.76016706448753,0.719324832745838
