"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",3.48383743861664,-0.243312660608506
"Item2",0.31734690980263,-1.3196881177228
"Item3",1.71367486839502,0.691346322646376
"Item4",2.4486364844418,0.882893180417404
"Item5",1.98388786540247,1.64356341369477
"Item6",0.400490743900606,0.707101054977127
"Item7",1.96664267690947,-1.87106201188884
"Item8",2.21239630775504,0.568866125061307
"Item9",0.668377567396812,0.448451517674505
"Item10",1.43703452739894,1.22366679502566
"Item11",2.156680040481,0.1293745462022
"Item12",4.22837526438918,-2.23539286422202
"Item13",0.149580915616442,-0.0215180597325878
"Item14",0.526194247912817,1.62432598548537
"Item15",1.14450381044978,2.14891362079105
"Item16",0.769551482659421,0.34822275757316
"Item17",2.55594962420989,1.51002491141858
"Item18",0.801569153204189,-0.0552822723812562
"Item19",4.14673458104335,-1.17900172513411
"Item20",4.07571479944937,1.11574070444579
"Item21",3.74317493513294,-1.76735862319112
"Item22",3.21948952984042,1.38268948063744
"Item23",0.121653642134658,-1.66222096910298
"Item24",2.08412825019501,0.626660630100136
"Item25",2.68088101041332,-0.97170432505064
"Item26",2.57112268523376,0.711688648537448
"Item27",1.25854132680172,1.06141616121844
"Item28",0.790228680823738,-2.30636877210389
"Item29",0.794592034120232,1.19058954613248
"Item30",4.46102864000142,-2.31811862001926
