"Items","Difficulty","Discrimination"
"Item1",0,3
"Item2",0,3
"Item3",0,0.25
"Item4",0,3
"Item5",0,3
"Item6",0,0.25
"Item7",0,0.25
"Item8",0,3
"Item9",0,0.25
"Item10",0,0.25
"Item11",0,0.25
"Item12",0,0.25
"Item13",0,0.25
"Item14",0,0.25
"Item15",0,0.25
"Item16",0,0.25
"Item17",0,0.25
"Item18",0,3
"Item19",0,3
"Item20",0,0.25
"Item21",0,3
"Item22",0,3
"Item23",0,3
"Item24",0,3
"Item25",0,3
"Item26",0,3
"Item27",0,3
"Item28",0,3
"Item29",0,0.25
"Item30",0,0.25
"Item31",0,3
"Item32",0,3
"Item33",0,0.25
"Item34",0,0.25
"Item35",0,0.25
"Item36",0,0.25
"Item37",0,3
"Item38",0,0.25
"Item39",0,3
"Item40",0,0.25
"Item41",0,0.25
"Item42",0,0.25
"Item43",0,3
"Item44",0,0.25
"Item45",0,0.25
"Item46",0,0.25
"Item47",0,0.25
"Item48",0,0.25
"Item49",0,3
"Item50",0,3
"Item51",0,3
"Item52",0,0.25
"Item53",0,0.25
"Item54",0,0.25
"Item55",0,3
"Item56",0,0.25
"Item57",0,0.25
"Item58",0,3
"Item59",0,0.25
"Item60",0,0.25
