"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
1,0.931424287968931,1,1,0,1,1,1,1,0,1,1
2,0.673642117892415,1,1,1,1,1,1,1,0,1,1
3,-0.89212389546117,1,0,0,1,0,0,0,0,0,0
4,-1.19910582930331,0,0,0,1,0,0,1,0,0,0
5,-0.849095367593386,0,0,1,0,0,0,0,0,0,1
6,1.34975632997604,1,1,1,1,0,1,0,1,1,1
7,1.65239478693077,1,1,1,1,1,1,1,1,1,1
8,-1.69859031673165,0,0,0,0,1,0,0,0,0,0
9,-0.413412548370689,1,1,0,0,0,0,1,0,0,1
10,-0.0674366528933621,1,1,1,1,1,1,1,0,1,1
11,0.913470100360976,1,1,1,1,1,0,1,0,1,1
12,-0.36852476708263,1,1,0,0,0,0,0,0,0,0
13,-1.17477651325828,0,0,0,0,0,0,0,0,0,0
14,-0.233573232564783,1,0,1,1,1,0,1,0,1,1
15,0.717745633887637,1,1,1,1,0,1,0,0,1,1
16,0.62172266925423,1,1,1,0,1,1,1,0,1,1
17,-1.04664572982048,1,0,1,0,0,0,0,0,1,0
18,-0.308201097548544,1,0,0,0,0,0,0,0,0,1
19,-0.503960870881719,0,1,0,1,1,0,0,0,1,1
20,0.278414649749414,1,0,0,1,1,1,1,0,1,1
21,0.664690959738717,1,1,1,1,1,0,1,0,1,1
22,1.18601090834712,1,1,0,1,1,1,1,1,0,1
23,0.597708367676973,1,1,1,1,1,1,1,0,1,1
24,1.07294621062878,1,1,1,1,1,0,1,1,1,1
25,-0.0446262150589059,0,1,0,0,0,0,1,0,1,0
26,1.75439653737437,1,1,1,1,1,1,1,1,1,1
27,-0.856434552506218,1,0,1,0,0,0,0,0,0,1
28,-1.12632384286812,0,1,0,1,1,0,0,0,0,1
29,0.489728156893098,1,1,1,1,0,0,1,0,1,1
30,0.0658783977341752,1,1,1,1,1,0,1,0,0,1
31,-2.72318475854613,1,0,1,0,0,0,0,0,0,0
32,-0.790138163361727,0,0,0,0,1,0,1,0,0,1
33,0.196801573560201,1,0,1,0,0,0,0,0,1,0
34,-0.23207198998356,1,1,0,0,1,0,0,0,0,0
