"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10"
1,-0.396095872431313,1,0,1,0,0,0,0,0,0,0
2,0.186708719168119,1,1,0,0,0,0,0,1,1,0
3,0.954700806685311,1,0,1,0,0,0,1,1,0,1
4,-0.266903344898557,1,0,0,0,0,0,0,1,0,0
5,-1.89255931673734,0,0,0,0,0,0,0,0,0,0
6,-0.853035311324746,1,1,0,0,1,1,0,0,0,0
7,-0.720629871638714,0,0,1,0,1,0,0,1,0,0
8,1.04697349976122,1,1,1,1,0,1,1,1,1,0
9,0.796578381305481,0,0,0,1,0,0,1,1,1,0
10,-0.388833002000277,1,1,0,0,0,0,0,1,0,0
11,0.354571651829745,1,0,1,0,0,0,0,1,1,0
12,1.94427653174599,1,0,1,1,1,1,1,0,0,1
13,0.832114589048572,1,1,1,0,0,0,1,0,0,1
14,-0.758497414204571,0,0,0,0,0,1,0,1,1,0
15,-0.245678759892066,1,0,1,0,1,0,0,1,0,0
16,0.576044282502199,0,0,1,1,1,0,1,1,1,1
17,1.92838265365042,1,1,1,1,1,1,1,1,1,1
18,-1.08256258280141,0,0,1,0,0,0,0,1,1,0
19,0.359961980138055,1,1,1,0,1,1,0,1,1,0
20,-1.94242134904265,1,1,0,0,1,0,0,0,0,0
21,0.542042483592241,1,0,1,0,0,0,0,1,0,0
22,-0.070976793315852,1,1,1,0,0,1,0,1,0,0
23,0.349645170862153,1,0,1,1,1,1,0,1,0,0
24,-1.04592548564921,0,0,0,0,1,0,0,0,0,0
25,0.812252358235247,1,0,1,0,1,1,1,1,1,0
26,-0.76246416426852,1,0,0,0,1,1,0,0,0,0
27,0.243448673859517,0,1,0,0,0,1,0,1,1,0
28,-2.15315895837881,1,0,0,0,0,0,0,0,0,0
29,-0.705330271180421,0,1,1,0,1,0,0,1,1,0
30,0.362905418128078,1,0,1,1,1,0,1,1,0,1
31,1.28102663156924,1,1,1,1,0,0,1,0,1,0
32,0.302990960252034,1,1,1,0,1,0,1,1,1,0
33,0.228476087387684,1,1,0,0,0,0,1,0,0,0
34,0.0447833251213674,1,0,1,0,0,1,0,0,1,0
35,-1.10472902939967,1,1,0,0,0,0,0,0,0,0
36,0.922920557046521,1,1,1,1,1,0,1,0,1,1
37,-0.635701005975825,0,1,1,0,0,0,0,0,1,0
38,-1.10015893802621,0,0,0,0,1,0,0,0,1,0
39,-0.358842778886923,1,1,0,0,1,1,0,0,0,0
40,-0.189508100004397,1,0,0,0,1,0,0,1,0,0
41,-0.0400840481775584,1,1,1,0,0,1,0,0,1,0
42,-0.385285620081857,1,1,1,0,0,0,0,1,0,0
43,-0.402353793519969,1,0,1,0,1,0,0,1,1,0
44,0.787524277219105,1,1,1,1,1,1,1,1,0,0
45,-1.54571363780455,0,0,1,0,0,1,0,1,0,0
46,0.118787371138431,1,0,1,0,1,0,1,1,0,0
47,-1.08300130580744,1,1,1,0,0,0,0,1,0,0
48,0.251047220821356,0,0,1,0,0,1,1,1,1,1
49,-0.545845819661286,1,1,0,0,1,0,0,1,0,0
50,-2.6493415205213,1,0,0,0,0,0,0,1,0,0
51,0.0178640444196125,1,1,0,0,1,1,0,1,0,0
52,0.492305299282769,0,1,1,0,0,0,1,1,1,0
53,0.109405475851851,1,0,0,0,0,0,0,1,0,1
