"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7"
1,0.56183320341234,1,1,1,1,1,1,0
2,2.00395969973583,1,1,1,1,1,1,1
3,-0.713696340031814,0,1,1,0,0,1,1
4,-1.25361912416348,1,0,0,0,0,1,0
5,-0.175903390396048,1,0,1,1,0,1,1
6,0.373233687837422,1,1,0,1,0,1,1
7,0.356723719465846,1,1,1,1,1,1,0
8,-0.30466579797947,0,0,1,0,0,1,0
9,-0.348587729689022,1,1,1,1,0,0,1
10,-0.0545219504421389,1,0,1,1,0,1,1
11,1.65587849741959,1,1,1,1,1,1,1
12,0.318535341974596,1,1,1,1,1,0,1
13,0.794050844162239,1,1,1,1,1,1,1
14,0.359904012909396,1,1,1,1,1,1,1
15,0.567381267127465,1,1,1,1,1,1,1
16,-0.738150438550746,0,0,1,1,0,1,1
17,-0.794713188394991,1,0,1,1,0,0,1
18,-1.06776148584402,0,0,1,1,0,0,0
19,-0.518492131657421,0,0,0,0,1,0,1
20,-1.77168551893317,0,0,0,0,0,0,0
21,-0.36585982331137,1,1,0,0,0,0,1
22,1.35551090683513,1,1,1,1,1,1,1
23,-0.175038400729823,1,1,1,0,1,1,0
24,2.24304668730498,1,1,1,1,1,1,1
25,0.638260328574719,1,1,1,1,0,1,1
26,-2.5020696887295,0,0,0,0,0,0,0
27,-1.26742793516165,0,0,0,0,1,1,0
28,0.0733004736260494,1,1,1,1,0,1,1
29,1.43471677510406,1,1,1,1,0,1,1
30,-1.95971212999163,0,0,0,0,0,0,1
31,1.48561884085289,1,1,1,1,1,1,1
32,-0.106999937655394,1,0,0,1,1,0,1
33,-0.968036607105402,1,0,1,1,0,0,1
34,-0.194272625314243,0,1,1,0,0,1,0
35,-0.919904451599996,0,0,0,0,0,0,1
36,-0.0147627304508431,1,1,1,1,0,1,1
37,1.4686241313886,1,1,1,1,1,1,1
38,0.878736865740752,1,1,1,1,1,1,1
39,-1.40338503056113,1,0,0,0,0,0,0
40,-0.154390967023555,1,0,1,1,0,1,0
41,-1.11654107983946,0,0,1,0,0,1,0
42,0.204822202034297,1,1,0,1,0,0,0
43,-0.336950237374622,0,1,1,0,0,0,0
44,0.326946165962189,1,1,1,1,0,1,0
45,0.327511621714586,0,1,1,1,1,0,0
46,-0.0940617382627297,1,1,1,1,0,0,0
47,-1.16212239642342,0,1,0,0,0,0,0
48,0.0654145505299049,1,1,1,0,1,1,1
49,0.264811739085747,1,1,1,1,0,1,0
50,0.0548488851029147,0,1,0,0,1,1,0
51,-1.67650438527997,0,0,0,0,0,0,0
52,-0.430625509937166,0,1,1,0,0,0,1
53,1.01922314582233,1,1,1,1,0,1,1
54,0.238446798504132,1,0,1,1,1,1,1
55,-0.281459633426584,1,1,1,1,0,0,1
56,0.0606331649740007,1,0,1,1,0,1,1
57,0.9924731182263,1,1,1,1,1,0,1
58,0.199846784554366,1,1,1,0,0,1,1
59,-0.419416586031616,1,0,0,1,1,0,0
60,-2.08334685574768,0,0,0,0,0,0,1
61,-0.267127056970404,1,1,1,1,0,1,0
62,-0.842377344867752,0,0,1,0,0,0,0
63,0.516238219681508,1,1,1,1,1,1,0
64,-0.453575261580033,1,1,1,1,0,1,1
65,2.0995827001828,1,1,1,1,1,1,1
66,-0.456167073856052,1,1,1,1,1,0,1
67,-1.06392315029259,1,0,1,0,0,1,0
68,-0.666887953920942,1,1,1,0,1,0,0
69,-0.117926832823458,1,1,1,0,1,1,1
70,0.0128923545574703,1,1,1,1,0,1,1
71,-0.121054458492311,1,1,1,1,0,1,0
72,-1.09688458190955,0,0,0,1,0,1,0
73,0.0565164686127058,1,1,1,1,1,0,1
74,-0.100008914982539,1,1,1,1,1,1,1
75,0.615910268325676,1,1,1,1,1,0,1
76,1.8934120536901,1,1,1,1,1,1,1
77,-0.114868889516735,1,1,1,1,1,0,0
78,1.32481625523673,0,1,1,1,0,1,1
79,-0.6912551401523,0,1,1,0,0,1,1
80,-0.684570690866202,1,0,1,1,0,1,1
81,-0.590842252300402,1,1,0,0,1,1,1
82,-1.73919530612299,1,0,0,0,0,0,0
83,-0.479232795958652,1,1,0,1,1,1,1
84,-0.2131634444791,1,0,1,0,0,1,0
85,-0.334495540359589,1,0,1,0,0,0,1
86,-0.59754529962592,0,1,0,0,0,1,0
87,-0.652171580469863,0,0,1,1,0,0,0
88,0.829943900377005,1,1,1,1,1,1,1
89,-0.464379177167572,1,1,1,1,0,0,0
90,1.39656191100029,1,1,1,1,1,1,1
91,-0.14688734887169,1,1,1,1,1,0,1
92,1.17633392872436,1,1,1,1,1,0,0
93,0.138990440313606,1,1,1,1,0,0,1
94,-0.0237512971399114,1,1,1,1,0,0,0
95,-1.63450863521554,0,0,0,0,0,0,0
96,0.874986733936982,1,1,1,1,1,1,0
97,-1.09538089193074,1,0,0,0,0,1,0
98,-0.569467147120335,1,0,0,1,0,0,0
99,0.0677571040815359,1,1,0,1,1,0,1
100,-0.120401166213059,0,1,1,0,0,1,1
101,-0.540073486071815,1,1,1,0,0,0,1
102,-1.78402446727897,1,0,0,0,0,0,0
103,1.95632312815208,1,1,1,1,1,1,1
104,-0.937593175705953,1,1,0,1,0,1,0
105,1.41013971547815,1,1,1,1,0,1,1
106,0.465178790605899,1,1,1,1,1,0,1
107,-1.67306684687249,0,0,0,0,0,0,0
108,0.0359388294568306,0,1,1,1,1,1,1
109,0.886790278865138,1,1,1,1,0,1,1
110,0.632540129078687,1,1,1,1,1,1,1
111,-0.910746722537373,1,0,0,1,0,0,1
112,-0.48795865443524,1,0,0,0,0,1,0
113,0.0840848918680182,1,1,1,1,0,1,0
114,0.655294051072009,1,1,1,1,0,1,1
115,0.809139481610519,1,1,1,1,1,1,1
116,1.51638830161399,1,1,1,1,1,1,1
117,-0.529256475973281,0,1,1,1,1,1,1
118,0.300184028048885,0,1,1,1,0,1,1
119,-0.363950313950662,1,1,1,0,1,1,1
120,-0.790411952353474,0,1,1,1,1,1,0
121,-1.01506503451143,0,0,0,0,0,1,0
122,-0.274959731424744,1,1,1,1,0,1,0
123,-0.828847918090559,1,1,1,1,1,0,0
124,-1.0307576404346,1,0,1,0,1,0,0
125,1.31787863510131,1,1,1,1,1,1,1
126,0.89924715850245,1,1,1,1,1,1,1
127,-1.20884895175143,0,0,0,0,0,0,0
128,0.0335426274518504,0,1,0,1,1,0,1
129,1.71070937897066,1,1,1,1,1,1,1
130,-0.27484311778853,0,1,1,0,0,1,1
131,0.433994793312536,0,1,1,1,1,1,1
132,0.800406315821038,1,1,0,1,0,1,1
133,-0.652880629073631,1,0,0,0,0,0,1
134,-0.812476615975728,1,1,1,1,0,0,0
135,-1.33718107450095,1,0,1,0,0,0,1
136,0.587925331758794,1,1,1,1,1,1,1
137,-1.25327245912361,0,1,1,0,0,0,0
138,0.708253052148237,1,1,1,1,0,0,1
139,0.36840158968477,1,1,1,1,0,0,1
140,-0.128157943055251,1,1,1,1,0,0,1
141,-0.821989543894733,1,1,1,0,0,1,1
142,1.38213556994888,1,1,1,0,1,1,1
143,-0.168462993882183,1,0,1,0,1,1,0
144,1.44083388111452,1,1,1,1,1,1,1
145,0.451342017872323,1,1,1,0,1,1,1
146,-0.465296074953813,1,0,1,1,0,1,0
147,-2.56832670679656,0,0,0,0,0,0,0
148,-0.16045011282976,0,1,1,0,0,0,0
149,0.582943785073036,1,1,1,0,0,1,1
150,-0.1561318030348,0,1,1,0,1,1,0
151,0.482839541214752,0,1,1,1,1,1,1
152,-1.03658217764053,1,0,1,0,0,0,0
153,0.0705217461047766,1,1,1,1,0,0,1
154,0.516540228698854,1,1,1,1,0,1,1
155,-1.10066357354466,0,0,0,0,0,0,0
156,1.62496726259557,1,1,1,1,1,1,1
157,-1.34802864389388,0,0,1,0,0,0,0
158,-0.540223228235567,0,1,1,0,1,1,0
159,-1.48539392105889,0,0,1,0,0,1,0
160,0.326941438365243,1,1,1,1,0,1,1
161,0.741074093559879,1,1,1,1,0,1,1
162,1.52388036253007,1,1,1,1,1,1,1
163,-0.0676656491242247,1,1,1,1,1,1,0
164,1.31863375199535,1,1,1,1,1,1,1
