"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7"
1,0.966316033123807,1,1,1,1,1,1,1
2,-0.786812792804176,0,0,1,1,0,0,0
3,-0.245941272820665,0,1,0,1,1,1,0
4,-0.100463699196022,0,1,0,1,1,1,1
5,0.41587344178694,1,1,1,1,1,1,0
6,-0.636268784172482,1,1,0,0,1,0,0
7,2.05391823468134,1,1,1,1,1,1,1
8,0.605362179611166,1,1,1,1,1,0,1
9,-0.960179500456561,1,1,0,0,0,0,0
10,2.16353860440278,1,1,1,1,1,1,1
11,-0.869049711685483,1,0,0,0,0,0,0
12,1.14858202275389,1,1,1,1,0,1,1
13,0.313082722843536,1,1,1,1,1,1,1
14,1.22818775439399,1,1,1,1,1,1,1
15,0.731554995770488,1,1,1,1,1,1,1
16,-0.194322502045011,0,1,1,1,0,0,1
17,-0.462000575622097,0,1,1,0,1,0,0
18,-0.469167756947842,0,1,1,1,1,0,1
19,-1.37225702855918,0,0,0,0,0,0,0
20,-0.284002248494743,1,1,1,1,1,0,0
21,0.534478038384874,1,1,1,1,0,1,1
22,1.84688736537379,1,1,1,1,1,1,1
23,-0.210824910173408,1,1,1,0,1,0,1
24,0.0908792212223524,1,1,0,1,1,1,1
25,0.861639316742823,0,1,1,1,1,1,0
26,2.0781457882783,1,1,1,1,1,0,1
27,-0.724328714177623,1,0,1,1,0,0,1
28,0.118310106621542,1,1,1,1,1,0,1
29,-0.00115188130932705,1,1,1,1,1,0,0
30,0.596792043463436,1,1,1,1,1,0,0
31,1.10174101940014,1,1,1,1,1,0,1
32,-0.647768058510138,0,0,1,0,0,0,1
33,-1.70737417333557,0,0,0,0,0,0,0
34,0.600870595105199,1,1,1,1,0,1,1
35,-0.720453162080221,1,1,1,0,0,0,0
36,0.582327445539056,1,1,0,1,0,1,0
37,-1.3627168393295,0,0,0,0,1,0,1
38,-1.34272691927129,0,0,0,0,1,0,0
39,0.21073818169458,1,1,1,1,0,1,1
40,-1.426747920833,0,0,0,0,0,0,0
41,0.482825756797929,1,1,1,1,1,1,1
42,-0.322238582982715,1,1,0,0,0,1,0
43,1.03996314079512,1,1,1,1,1,1,1
44,-1.05906607487715,0,0,1,1,1,0,0
45,1.20716283158498,1,1,0,1,1,1,0
46,-0.407918153340323,1,0,1,1,0,0,0
47,0.879001332332386,1,1,1,1,1,1,1
48,-1.16081392006177,1,0,0,0,0,0,0
49,1.29927372513269,1,1,0,1,1,1,1
50,-0.0468579340650428,0,1,0,0,1,1,1
51,1.60886094115032,1,1,1,1,1,1,1
52,1.09291411844392,1,1,1,1,1,1,1
53,-0.261388755793734,1,1,1,1,0,0,0
54,0.526566004787755,1,1,1,1,1,1,1
55,-0.919707807498413,0,1,0,1,1,0,0
56,0.416183605477162,1,1,1,1,0,1,0
57,0.608155523927314,1,1,1,1,1,1,1
58,1.61628850951983,1,1,1,1,1,0,1
59,0.402363726684838,1,1,1,1,1,0,0
60,-0.096145783290434,1,1,1,1,1,1,0
61,-0.431579773631116,0,1,1,1,1,1,0
62,1.31888208872825,1,1,1,1,1,1,1
63,0.8753983310694,1,1,1,1,0,1,1
64,1.15521272921176,1,1,1,1,1,1,1
65,-0.86841951155607,1,0,1,0,0,0,0
66,-1.03586699052767,1,0,0,0,0,0,0
67,1.25783256488397,1,1,1,1,1,1,1
68,0.36892495850388,1,1,1,1,1,1,1
69,1.43306844652759,1,1,1,1,1,1,1
70,0.107581279452811,1,1,1,1,1,1,1
71,-0.175260749204947,1,1,1,0,1,0,0
72,-0.128551134905754,0,1,0,1,1,0,1
73,1.0794202299104,1,1,1,1,1,1,0
74,-1.56682011145437,1,0,0,0,0,0,0
75,-1.67929438249316,1,0,1,0,0,0,0
76,0.454036286156702,1,1,1,1,0,1,1
77,0.459163277083168,1,1,1,1,0,1,1
78,0.594054337846594,1,1,1,1,1,1,1
79,0.632713587011413,1,1,1,1,1,1,0
80,0.368576379481085,1,1,1,1,0,0,1
81,-1.83187048550024,0,0,0,0,0,0,0
82,0.393182371955257,1,1,1,1,0,1,1
83,-0.926136917825362,1,0,0,0,1,0,1
84,0.829220338128409,1,1,1,1,0,1,1
85,-0.830317245648696,0,1,1,1,0,1,0
86,0.247614783175693,0,1,1,1,1,0,0
87,0.520854214396308,1,1,1,1,1,1,1
88,-0.753391388191932,0,0,0,0,0,0,0
89,-0.379302093227539,1,1,1,1,1,0,0
90,0.735075410613129,1,1,1,1,1,1,0
91,0.534472881447716,1,1,1,1,0,1,0
92,0.748516612056795,1,1,1,0,1,1,1
93,0.491989032541061,1,1,1,0,1,1,1
94,-0.512573343601529,0,1,1,0,0,0,0
95,0.670645250806129,1,1,1,1,1,1,1
96,0.0264735001444782,1,1,0,0,0,1,1
97,2.146236196669,1,1,1,1,1,1,0
98,-0.45650454434805,0,1,0,0,0,0,0
99,0.721192409325871,1,1,1,1,0,1,1
100,-0.741214650608286,1,0,0,0,0,1,1
101,0.451316305097175,1,1,1,1,0,1,1
102,-0.312314603734322,1,1,1,1,1,0,1
103,1.40441759888386,1,1,1,1,1,1,0
104,1.51563795320045,1,1,1,1,0,1,1
105,0.154597201288711,1,1,1,1,1,1,0
106,0.967088290764748,1,1,1,1,1,1,1
107,1.44600299403684,1,1,1,0,1,1,1
108,0.191001829885799,1,1,1,1,0,1,1
109,-1.51034573155946,0,0,0,0,0,0,0
110,-0.13320317526426,1,1,1,0,0,1,1
111,-1.16081737544412,0,0,0,0,0,0,0
112,0.888777024472844,1,1,1,0,1,1,1
113,0.172328426607648,1,1,1,0,0,1,1
114,-0.575270296459649,0,1,1,1,0,1,1
115,-1.42585107192731,0,0,1,0,0,0,0
116,-0.566341420132879,1,1,1,1,0,0,1
117,0.480218255489594,1,1,1,1,1,1,1
118,1.26786433665548,1,1,1,1,1,1,1
119,0.681097598952781,1,1,1,1,1,0,1
120,-1.74077026119726,0,0,0,0,0,0,0
121,-0.179148533649091,0,1,1,1,0,0,0
122,0.959602146046372,1,1,1,1,1,0,1
123,-0.0549805962776746,1,1,1,1,1,0,1
124,0.777173201570472,0,1,1,1,1,1,0
125,-1.86667650144272,1,0,0,0,0,0,0
126,0.0632171657227825,1,1,0,1,0,1,1
127,0.741642272073224,1,1,1,0,1,1,1
128,0.0107650995422417,1,1,1,0,1,1,0
129,-0.277844704322046,1,1,0,0,1,1,0
130,1.46167613565657,1,1,1,1,1,1,1
131,0.291605738804454,1,1,1,1,0,1,0
132,-1.42091793214853,0,0,0,0,0,0,0
133,-0.771568416717132,0,1,1,0,0,0,0
134,-0.728064385411283,0,0,1,0,0,0,1
135,-0.186211640439056,1,1,1,1,0,0,1
136,0.157423008460748,1,1,0,0,1,1,1
