"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7"
1,1.02814312406555,1,1,1,1,0,1,1
2,-0.655920222514782,1,1,0,0,0,1,0
3,0.263947513704982,0,1,1,1,1,1,1
4,-0.359788748629294,1,1,0,0,1,0,0
5,-0.468555013049805,1,1,1,1,0,0,0
6,-0.684982603013356,0,0,1,0,0,0,0
7,0.783913261119942,1,1,1,1,0,1,1
8,-0.445404204398392,0,1,1,1,0,1,1
9,0.252934274829128,0,1,1,1,1,1,0
10,0.198073869081583,0,1,0,1,0,1,1
11,0.288047446839371,1,1,1,0,0,1,0
12,-0.12316467855815,1,0,1,0,1,1,0
13,1.84879790819302,1,1,1,1,1,1,1
14,-0.693573619117717,1,1,0,1,0,0,1
15,0.885822989286945,1,1,1,1,1,1,1
16,-0.368007443494988,0,1,0,0,0,1,1
17,-0.349166760338106,1,0,1,1,0,0,0
18,-0.421884032244819,0,0,1,0,0,0,0
19,-0.0783837010950886,1,1,1,1,0,1,0
20,0.837980978421048,1,1,1,1,1,1,1
21,-0.5215797319552,1,0,1,1,0,0,0
22,1.23532907866952,1,1,1,1,1,1,1
23,-1.48746658462527,1,0,0,0,0,0,0
24,-0.285478890812334,1,1,1,1,0,1,0
25,0.855188552009234,1,1,1,1,1,1,1
26,-0.755500618409999,1,0,1,1,1,1,1
27,-0.887838213197654,0,1,1,1,0,1,1
28,-0.351267421189445,1,1,0,1,1,0,0
29,-0.181938812437627,0,0,1,1,0,0,0
30,-0.970401015013526,1,1,1,0,0,0,1
31,-1.60552820940161,0,0,1,0,0,0,0
32,0.738810852358327,1,1,1,1,1,1,0
33,1.58477981310462,1,1,1,1,1,1,1
34,-0.844524301678503,1,1,1,0,1,0,0
35,-0.0105622732536071,1,1,0,1,0,1,0
36,0.656151731753858,1,1,1,1,0,1,0
37,0.117669827588072,1,1,1,1,0,1,0
38,-1.99732664756253,1,0,0,0,0,0,1
39,-0.88821828018243,1,0,0,0,0,0,1
40,-0.542437793895684,1,1,1,0,1,1,1
41,0.175823391375379,1,1,1,1,1,0,0
42,-1.4480313831128,0,0,0,0,0,0,0
43,0.0778634195101739,1,1,1,1,0,0,0
44,0.281169560450912,1,1,1,0,0,1,1
45,-0.76276646916693,1,1,0,1,0,1,1
46,0.887738577123653,1,1,1,1,1,1,1
47,0.852119686156398,1,1,1,1,0,1,1
48,-0.694020064539158,0,0,1,1,0,0,1
49,-0.0291552544577853,0,1,1,1,1,0,1
50,-0.618903926234165,0,1,0,0,0,0,1
51,-1.89490084075603,1,0,0,0,0,0,0
52,-0.0568781634591866,1,1,1,0,1,0,0
53,0.179642418591472,1,1,1,1,0,1,1
54,-0.616599739200798,1,1,1,1,1,0,1
55,0.226835759954926,1,1,1,1,1,1,1
56,0.048990293583414,1,1,1,1,1,1,1
57,-2.45845790300467,0,0,0,0,0,0,0
58,1.41874966349429,1,1,1,1,1,0,1
59,1.90754083060474,1,1,1,1,1,1,1
60,0.36090911867574,1,1,1,1,1,1,1
61,-0.724145804846306,1,0,1,0,0,1,0
62,0.236382165271513,1,1,1,0,0,1,1
