"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7"
1,-0.419948542719328,1,1,1,0,0,1,1
2,1.3468956516755,1,1,1,1,1,1,1
3,-2.29739248810175,0,0,0,0,0,0,0
4,0.665906521256637,1,1,1,1,1,1,1
5,0.308487220528922,1,1,0,1,1,1,1
6,0.921703119768669,1,1,1,0,0,1,0
7,1.76290609277769,1,1,1,1,1,1,1
8,-1.27421395128424,1,0,0,0,0,0,1
9,0.326346363766615,1,1,1,1,0,1,0
10,0.700809951128271,1,1,1,1,0,1,1
11,-0.766833252128595,1,1,1,1,1,0,1
12,-0.750795383483045,0,0,1,0,0,0,1
13,0.267660103438821,1,1,1,0,1,1,1
14,2.19522939879339,1,1,1,1,1,1,1
15,-0.213572384723444,1,1,1,1,1,1,0
16,-1.127781864364,1,0,0,0,0,0,0
17,0.362263952123187,1,1,0,1,1,0,1
18,-0.347716764761875,1,0,1,0,1,0,1
19,-1.2093848879001,0,0,0,0,0,0,0
20,-1.2508761402227,0,0,0,0,0,0,0
21,-0.24198928632155,0,1,1,1,0,1,1
22,-0.251116899108401,0,1,1,1,0,1,1
23,2.22561736532667,1,1,1,1,1,1,0
24,-1.43020951974973,0,0,0,0,0,0,0
25,-0.633590248066287,1,1,1,0,0,0,1
26,-0.412344654838077,1,0,1,1,0,1,0
27,1.02559285875574,1,1,1,1,0,0,1
28,0.808218578088327,1,1,1,1,1,1,1
29,0.386663465217493,1,1,1,0,1,1,1
30,-0.391744087659534,0,1,1,0,0,0,1
31,-0.823895229271287,1,0,0,1,0,0,0
32,0.427220808112574,1,1,1,1,1,1,1
33,-1.28573677749478,0,1,0,0,0,0,0
34,-1.40466268128183,0,0,0,0,0,0,1
35,0.0640431033701059,0,1,1,0,0,1,0
36,0.0900683285704416,1,1,1,1,0,1,1
37,-0.384491023303958,0,1,1,1,0,1,1
38,0.292599296482813,1,0,1,0,1,1,0
39,-0.0617301505920865,1,0,1,0,0,1,0
40,0.596307900082775,1,1,1,1,1,1,1
41,0.770426177915811,1,1,1,1,1,0,1
42,0.398199632378717,1,1,1,0,0,0,1
43,-0.0379255940798529,1,1,1,1,1,1,0
44,-1.59107731471648,0,0,1,0,0,0,0
45,-0.782530781335211,1,0,1,0,1,0,0
46,-0.314588751395276,1,1,0,1,0,0,0
47,0.261070466457266,1,1,1,0,1,1,1
48,0.916877964706986,1,1,1,1,1,1,1
49,1.15799274308248,1,1,1,1,1,1,1
50,1.77577249590208,1,1,1,1,1,0,1
51,1.29081670783108,1,1,1,1,0,1,1
52,-1.36333783912217,0,0,0,0,0,0,0
53,0.227827576099885,1,0,1,1,0,0,0
54,-0.47086091069511,1,1,0,1,0,0,1
55,0.453191249344718,1,1,1,1,0,0,1
56,1.01746339567406,1,1,1,1,1,1,1
57,-0.602235218356315,1,1,1,0,1,1,0
58,-1.38173047707266,0,0,1,0,0,0,0
59,0.0989630947547303,1,1,1,1,1,1,0
60,-0.270707062776427,1,1,0,0,1,0,1
61,-0.589672106742987,1,1,1,0,0,0,0
62,-1.52862094704918,0,0,1,0,0,0,1
63,1.36606632691166,1,1,1,1,1,1,1
64,1.12372598308557,1,1,1,1,1,1,1
65,-1.06953922850392,1,0,0,0,0,1,0
66,-1.92983401099402,0,0,0,0,0,0,0
67,-0.299172879008795,1,0,0,1,0,1,0
68,0.798139673830976,1,1,1,1,1,0,1
69,-0.908655802309604,0,1,0,0,0,0,0
70,1.51217376750794,1,1,1,1,1,0,1
71,-1.24325231492571,1,1,0,0,0,0,0
72,-1.52075572504824,0,0,0,0,0,0,1
73,0.161939537930658,1,1,1,1,1,1,1
74,1.08605212708633,1,1,1,1,1,1,1
75,-0.392671002434767,0,0,1,1,0,1,1
76,-0.637786326896662,1,1,1,0,0,0,0
77,-0.213752183796191,1,0,1,1,0,1,0
78,-2.37431722409911,0,0,0,0,1,0,0
79,-0.069810903894745,1,0,1,0,1,0,0
80,0.115614173424566,1,0,1,0,1,1,0
81,0.824754215345449,1,1,1,1,1,1,1
82,-0.262787696657483,1,1,0,1,0,0,1
83,0.0276814709976295,0,1,1,0,1,1,0
84,0.00127603495100459,1,1,1,0,0,0,1
85,1.52153711029794,1,1,1,1,1,1,1
86,-1.93270254485437,0,0,0,0,0,0,0
87,0.429049441365145,1,1,1,0,1,1,0
88,-0.299178185832284,1,1,1,0,0,0,1
89,-0.409404346303947,1,1,0,0,0,0,1
90,-1.30902918261584,1,0,0,0,0,0,1
91,0.96195878487856,1,1,1,1,1,1,0
92,-0.298982220281367,0,1,1,0,0,0,1
93,-0.348325635922037,1,1,1,0,0,1,0
94,-1.27365001443786,0,0,1,1,0,0,0
95,2.19728065583776,1,1,1,1,1,1,1
96,-0.568314573250347,0,1,0,0,0,0,1
97,-0.409228204421506,1,1,0,0,0,0,0
98,-0.247016186257085,1,1,0,0,0,0,0
99,-0.143296018728058,0,0,1,1,1,0,0
100,-1.04882984974321,0,0,1,0,0,0,0
101,0.195784565814337,1,1,0,0,1,1,1
102,0.276185216494624,0,1,1,1,0,1,0
103,2.04527878888164,1,1,1,1,1,1,1
104,1.04352689822242,1,1,1,1,1,1,1
105,-1.12918202636123,1,0,1,0,1,0,0
