"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7"
1,1.86079705224756,1,1,1,1,1,1,1
2,-0.154721532953294,1,1,1,1,0,1,1
3,-1.33663142677626,0,0,1,0,0,0,0
4,0.142213401444593,1,1,1,0,1,0,1
5,0.536628112324363,0,1,1,1,1,1,1
6,1.83412307204943,1,1,1,1,1,1,1
7,-0.231255947794544,1,1,1,0,1,0,1
8,1.73044754950221,1,1,1,1,1,1,1
9,0.0241139283722807,0,1,1,0,0,1,1
10,-0.681128376403092,1,1,0,1,0,0,0
11,1.12084159997173,1,1,1,1,0,1,1
12,0.655072322254664,1,1,1,1,1,1,1
13,-1.30397705265408,0,0,1,0,1,0,1
14,-0.264661054192277,1,1,0,0,0,1,0
15,0.146475314374891,1,0,1,1,0,1,1
16,0.919897124404598,1,1,1,1,1,1,1
17,0.622256593448308,1,1,1,1,1,1,1
18,-0.533463755544219,1,1,0,0,0,0,1
19,-2.09962578405302,0,0,0,0,0,0,0
20,-1.09649458275724,0,0,0,0,0,1,1
21,-0.060750347885406,1,0,0,0,1,1,1
22,-2.51286990558303,0,0,1,0,0,0,0
23,0.416518669347047,1,1,1,1,0,1,1
24,0.168459551770392,1,1,0,0,0,1,1
25,0.594293186782522,1,1,1,1,0,1,1
26,1.20224691047711,1,1,1,1,0,1,1
27,-1.14821084193539,0,0,1,0,0,0,0
28,1.79379591095401,1,1,1,1,1,1,1
29,-1.07736815793608,1,1,1,0,0,0,1
30,0.855839402223395,1,1,1,1,0,1,0
31,-0.902237017294724,1,1,0,0,0,0,0
32,-0.966881958563778,1,0,0,0,0,0,1
33,-0.0734162972815864,0,1,1,1,1,1,1
34,-0.868750172627273,1,0,1,0,0,0,0
35,-0.0753097467580004,1,1,1,0,1,0,1
36,1.53738474824391,1,1,1,1,1,1,1
37,0.167472780429959,1,1,1,1,0,0,1
38,0.747509063303079,1,1,1,1,1,1,1
39,-0.243462317321979,1,1,1,0,0,0,0
40,1.25660194244034,1,1,1,1,1,1,1
41,1.10451039967991,1,1,1,1,0,1,1
42,1.6794980187033,1,1,1,1,1,1,1
43,0.515674569453831,1,1,0,0,0,0,1
44,-1.12602610845339,0,0,0,0,0,0,0
45,1.19302779802841,1,1,1,1,1,1,1
46,0.1042523727478,1,1,1,1,1,1,1
47,-0.197669859652948,1,1,0,0,1,1,0
48,-1.74103375444394,0,0,0,0,0,0,0
49,-2.05648802370971,0,0,0,0,0,0,0
50,-0.701485664573913,1,0,1,0,1,0,0
51,-0.0501492365665085,1,1,1,1,0,0,1
52,1.27551802306705,1,1,1,1,1,1,1
53,-1.91268142857605,0,0,0,0,0,0,0
54,1.8318053186311,1,1,1,1,0,1,0
55,0.0539470904023008,1,1,1,0,1,0,1
56,-0.274881558009577,1,1,1,0,1,0,1
57,1.67120415217685,1,1,1,1,1,1,1
58,-0.485401966274853,1,1,1,0,0,1,1
59,-1.16093629558918,1,1,0,0,0,0,1
60,0.816649711912296,1,1,0,1,1,1,1
61,-1.21753235490911,0,0,0,0,0,0,1
62,0.61917316323606,1,1,1,1,1,0,1
63,0.135968808780436,1,1,1,1,1,1,1
64,0.208207940875397,1,1,1,1,0,1,0
65,1.17006649143779,1,1,1,1,0,0,1
66,-0.237097774494852,1,1,1,0,0,1,0
67,1.06367432095035,1,1,1,1,0,1,1
68,0.038459850507385,1,1,1,0,0,1,0
69,0.387894779470278,1,1,1,1,0,1,1
70,-0.864957790955163,1,0,1,0,1,0,0
71,-0.958659871378114,0,1,1,0,0,1,1
72,-0.0233012533844028,1,1,0,1,0,0,0
73,-0.62654889517784,1,1,1,0,0,0,0
74,1.00136416149106,1,1,1,1,1,1,1
75,-1.1935354662129,0,0,0,0,0,1,1
76,-0.0917230754798095,1,1,1,1,1,0,1
77,0.0244397682326458,1,1,1,1,0,1,0
78,1.27613051552515,1,1,1,1,1,1,1
79,1.42650051536312,1,1,1,1,0,1,1
80,-0.373513557132667,1,1,1,1,1,1,1
81,-0.727834375348346,0,0,1,0,0,1,0
82,-0.691412491515654,1,0,1,0,0,0,1
83,1.18642963483823,1,1,1,1,1,1,1
84,2.8340558360691,1,1,1,1,1,1,1
85,-0.356839569226945,1,1,0,1,0,1,1
86,0.622302196754218,0,1,1,0,1,1,1
87,-0.665249384410647,0,0,1,0,0,1,1
88,0.756588476580378,1,1,1,1,1,1,1
89,0.302118049190546,1,1,1,1,1,1,1
90,-0.902195964387516,1,0,1,1,0,0,0
91,1.49972959071504,1,1,1,1,1,1,1
92,2.00275307055219,1,1,1,1,1,1,1
93,-2.7509662278969,0,0,0,0,0,0,0
94,1.71028738970781,1,1,1,1,1,1,1
95,-0.0497844840013926,1,0,1,1,1,1,1
96,0.153854037215735,0,1,1,1,1,0,0
97,-0.793482645376631,0,0,0,0,0,1,0
98,-0.268933212110274,1,0,1,0,1,1,1
99,0.987846723072741,1,1,1,1,0,1,1
100,0.264024456247103,1,1,1,1,1,0,1
101,-0.15637952004343,1,1,1,0,1,1,0
102,-1.17094062950897,1,0,0,0,0,0,1
103,0.271713902633787,1,1,1,0,1,1,0
104,-0.1173780698339,0,1,1,0,0,0,1
105,-0.985594187986717,0,0,0,0,0,1,0
106,-0.243346143846434,0,0,1,0,1,1,0
107,-0.0260657158305515,0,1,1,1,1,1,1
108,0.028582400926024,1,1,1,1,0,1,1
109,-0.20515432838809,1,1,1,1,0,1,1
110,-1.19185133780474,0,0,0,0,0,0,1
111,-1.95912502775132,1,0,0,0,0,0,0
112,-0.237772988653516,1,1,1,0,0,1,0
113,-1.60816131669325,0,0,0,0,0,0,0
114,-0.613676739747332,0,1,0,0,0,1,1
115,0.888432290509257,1,1,1,1,0,1,0
116,-0.444389028066122,0,1,0,0,0,1,1
117,0.390645620166984,1,1,1,1,0,1,1
118,-1.14523524888692,1,0,1,1,0,0,0
119,-0.655419899142456,1,0,1,0,0,1,1
120,-0.790169957135348,1,0,1,0,1,0,0
121,-1.00142829037946,1,0,1,0,0,0,1
122,-0.186107107079022,1,1,1,0,0,1,1
123,-0.310863883387264,1,1,0,0,0,0,0
124,-0.607140205210681,1,0,1,1,1,0,1
125,-0.564217323292999,1,0,1,1,0,0,0
126,-0.0911445245903694,1,1,1,1,1,0,1
127,0.808902946362804,1,1,1,1,1,1,1
128,-0.62675032024564,1,0,0,0,0,0,0
129,0.763189942476574,1,1,1,1,1,0,1
130,-0.575297082510472,0,0,0,0,1,1,0
131,2.10028752920715,1,1,1,1,1,1,1
132,-1.40426303246184,0,0,0,0,0,0,0
133,0.382727260931054,1,1,1,0,0,1,0
134,-1.35028126928363,1,1,0,0,0,0,0
135,0.865493772640264,1,1,1,1,1,1,1
136,-1.23033479614208,0,0,0,1,0,0,0
137,-0.477281907333032,1,0,0,0,0,0,0
138,-0.281167592380533,1,1,1,1,0,0,1
139,-0.548129710205099,1,1,1,0,1,0,0
140,-0.547760645281048,1,1,1,0,0,0,1
141,2.07619595354625,1,1,1,1,1,0,1
142,-0.448783056199118,0,0,1,0,0,0,0
143,-0.436415207705433,1,1,0,0,0,1,1
144,-1.06790188492332,1,1,0,1,0,0,1
145,0.065597704059568,1,1,1,1,0,0,1
146,0.954489923398897,1,1,1,1,1,0,1
147,-1.09549840679742,1,0,1,1,0,0,1
148,-0.717662258692935,1,0,1,1,0,0,1
149,1.0772149804637,1,1,1,1,1,1,1
150,-1.13032786830502,0,1,0,1,0,0,1
151,-2.16504200405681,0,0,0,0,0,0,0
152,-0.863945724735979,1,0,0,1,0,0,0
153,-0.856426660326289,1,0,0,0,0,1,0
154,-0.793881686883457,1,1,0,0,0,0,0
155,1.39793773071717,1,1,1,1,1,1,1
156,0.0869108614938062,0,1,1,1,0,0,0
157,-0.0098083130710647,1,0,1,1,1,0,0
158,1.13876341885807,1,1,1,1,1,1,1
159,-1.02668238925771,0,0,1,0,0,0,1
160,-0.247785028180697,1,0,0,0,0,1,0
161,0.261699926266493,1,1,1,1,1,1,1
162,-0.800026148553689,1,0,0,0,1,1,0
163,0.488786683688355,1,1,0,1,1,1,0
164,0.513520482570918,1,1,1,1,0,1,0
165,-1.10630870333871,1,0,0,0,0,0,1
166,-0.687059839441334,0,1,0,1,0,0,1
167,0.0149367925079151,1,1,1,0,0,0,1
168,1.64602217648628,1,1,1,1,1,1,1
169,1.62348397437943,1,1,1,1,1,1,1
170,1.92355413606159,1,1,1,1,1,1,1
171,1.54258750091336,1,1,1,1,1,1,1
172,-1.12023627559134,0,0,1,0,0,1,0
173,-1.03521999182655,0,0,0,0,0,0,1
174,0.428725417123581,1,1,1,1,1,1,1
175,-0.327360546678913,1,1,0,1,0,0,1
176,3.3992189514164,1,1,1,1,1,1,0
177,-0.838993619602335,0,0,0,0,0,0,1
178,-1.4782579151625,0,0,0,0,0,0,0
179,0.401508147318487,1,1,1,1,1,0,1
180,0.0426492943066477,1,1,1,1,0,0,1
181,-1.14048284350569,0,0,0,0,0,0,0
182,-0.604601371939407,0,0,0,0,1,1,0
183,-1.28911245412106,0,0,0,0,0,1,0
184,-1.0686365339239,1,0,0,0,0,0,1
185,0.212649089630895,1,1,1,1,0,1,1
186,0.887794900088983,1,1,1,1,1,1,1
187,0.365683572588449,1,1,1,1,1,0,1
188,-1.54423527671227,1,0,0,0,0,1,0
189,-0.00760555228172512,1,0,1,1,0,0,0
190,0.971778035674966,1,1,1,1,0,1,1
191,-0.849580684006205,1,0,1,0,0,1,1
192,-0.404967770065169,1,0,0,0,0,0,0
193,-1.32638671135718,1,0,0,0,0,0,1
194,-0.816366001344516,0,0,1,0,0,0,0
195,0.725643013907458,0,1,1,1,0,0,0
196,1.23025548694335,1,1,1,1,1,1,1
197,-0.319575915494464,1,1,1,0,0,0,1
198,0.853006586452656,1,1,1,1,1,1,1
199,1.21942669012916,1,1,1,1,1,1,1
200,-0.636166875424825,1,1,1,1,0,0,0
201,-0.341778647761174,1,0,1,1,1,0,1
202,-0.5401313273985,1,1,0,0,0,0,0
203,0.0518357573124872,1,1,1,1,0,1,1
204,-0.569423015063051,1,1,0,1,0,0,0
205,-0.488486562824827,1,1,1,0,0,0,0
206,0.759906560427576,1,1,1,1,0,1,1
207,-1.31132207301511,0,0,0,0,0,0,1
208,2.03494557911789,1,1,1,1,1,1,1
209,-0.219602637738836,1,1,1,0,1,0,0
210,-0.878551884031948,1,1,0,0,0,1,0
211,-1.56015504607814,0,0,0,1,0,0,1
212,-0.488489284724262,0,1,0,1,1,0,1
213,-1.09668079737433,0,0,1,0,0,0,1
214,1.6760360272357,1,1,1,1,1,1,1
215,0.0284573990916451,1,0,1,1,1,0,1
216,0.796502650615868,0,1,1,1,1,1,1
217,-0.800748419418629,1,1,0,0,0,0,0
218,0.194018394816369,1,1,1,0,0,1,1
219,-0.52717992060427,0,1,0,0,1,1,0
220,0.0519958461496564,1,1,1,1,0,1,0
221,0.0820531626724158,1,1,1,1,0,0,1
222,0.970122178359218,1,1,0,1,1,1,1
223,-0.106748290377468,1,1,1,0,1,1,1
224,-1.7524817222402,0,0,0,0,1,0,0
225,-1.04595055269235,1,0,1,0,0,0,0
226,-0.383210635509295,1,1,0,0,0,0,1
227,-3.61302183833127,0,0,0,0,0,0,0
228,0.876270836135524,1,1,1,1,1,1,1
229,0.725081599570394,1,1,1,1,1,1,0
230,1.21857817214598,1,1,1,1,1,1,1
231,1.42758886521728,1,1,1,1,1,1,1
232,0.704154459832511,1,1,1,1,1,1,1
233,-0.0127332735002946,1,1,1,1,0,1,0
234,-0.717656904781569,1,1,1,0,1,0,0
235,-1.64475818145706,0,0,0,0,0,0,0
236,-0.218894769050617,1,1,1,1,1,0,1
237,1.40369681957687,1,1,1,1,1,1,1
238,-0.293022122213129,1,0,1,1,1,0,0
239,0.149720908759467,1,1,1,1,0,1,1
240,0.711580395793007,1,1,1,1,0,1,0
241,-0.143764714816966,1,1,1,1,0,0,1
242,0.0959978625217381,1,1,1,1,0,1,1
243,-0.146560272850864,1,1,1,0,1,0,1
244,-2.46188980633854,0,0,0,0,0,0,1
245,-0.436193254157932,0,1,1,0,1,0,1
246,0.938662495067149,1,1,1,1,0,1,1
247,1.35488042132023,1,1,1,1,1,1,1
248,0.870949753919749,1,1,1,1,0,1,1
249,0.363608089187885,1,1,1,1,1,1,0
250,-0.205650911006799,1,1,1,1,0,0,0
251,-0.427655511671183,1,0,1,1,1,0,1
252,-0.167361483378193,1,1,1,1,0,0,1
253,-1.25890243829546,0,0,0,0,0,1,0
254,-2.2462995201665,1,0,0,0,0,0,0
255,0.214708569964567,0,1,1,1,1,1,1
