"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",1.97208801598665,-2.40299768794536
"Item2",0.925620011475692,-1.52557385205133
"Item3",0.802189938997865,-1.27477602881586
"Item4",1.17350910545721,0.191720886129272
"Item5",0.923837231861479,1.27905950437587
"Item6",1.14349493108935,0.833886584804477
"Item7",1.02652701446904,-1.04993254615586
"Item8",1.05449753444858,1.61996619785902
"Item9",0.868455630415846,0.730416770429055
"Item10",1.06798903334092,-1.40687492937758
"Item11",0.950601732095591,-1.4087889374154
"Item12",2.30421652242761,-2.35291537324773
"Item13",0.628555151121379,-1.23565337146464
"Item14",1.15867246251355,1.21206094852154
"Item15",1.04860281886171,1.02668096783911
"Item16",0.691194518003951,0.358710179773411
"Item17",1.0630358760096,1.82413393614703
"Item18",2.69866592348673,-1.64837257171442
"Item19",0.57057469781997,1.59568677042715
"Item20",1.11231946473262,1.78041237344372
"Item21",0.974338017104652,0.299204664323259
"Item22",0.989551408521806,-0.750603923515745
"Item23",2.1309100823194,-1.52423026940894
"Item24",1.15568853153766,-1.00533224044459
"Item25",0.855761884919649,0.467443178861471
