"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",3.10828154862066,-0.000742625149533767
"Item2",0.259697902914749,-0.0217222857586143
"Item3",0.213657871003015,0.0644940975784827
"Item4",3.02732236072896,-0.0234856936004045
"Item5",0.216888545661227,-0.0110062295748257
"Item6",3.18757605398186,0.0165586718413365
"Item7",0.249104698597493,0.0686204604775555
"Item8",0.259925127318041,0.125299233913776
"Item9",0.255199370949092,0.0479452207564632
"Item10",0.225728157926517,-0.0643713242110476
"Item11",3.14983135883923,-0.0243768435854293
"Item12",0.226985945278221,-0.0283536773823028
"Item13",2.94338251657951,-0.017818587516697
"Item14",0.289346799591153,-0.00545131953624684
"Item15",3.10737397612769,0.00330696210570533
"Item16",0.228808557436116,0.00726027998144966
"Item17",3.00102591379809,-0.00896218464508175
"Item18",2.83802530386651,-0.0245302291221824
"Item19",0.264589917437534,0.095497367907129
"Item20",3.00448731070149,-0.0264535034153673
"Item21",0.280347673688585,0.151406815244507
"Item22",0.23125507020749,-0.0978935560699885
"Item23",2.9451123434643,-0.00141128330159582
"Item24",0.267147103921402,-0.149077178060101
"Item25",0.188311110407501,0.0429755559173226
"Item26",0.277470104389307,-0.0144929020675872
"Item27",3.07718533149333,0.0264940835379252
"Item28",0.24501628309577,-0.0726693895764148
"Item29",0.259599630449734,-0.200255859986671
"Item30",0.223964973780106,-0.0251158475611441
"Item31",0.200324853700293,0.237977309700416
"Item32",0.249556931777579,0.198657406906812
"Item33",3.08576983406004,-0.0349532870787535
"Item34",0.236159933804029,-0.071890271864134
"Item35",3.07501467734541,-0.0111990901853495
"Item36",0.203064786917472,0.0359577237109486
"Item37",0.256593805210134,-0.0568146954146417
"Item38",2.96660348359476,-0.00841704740445563
"Item39",0.229822427890499,-0.154897483526985
"Item40",0.24768622685425,-0.163680173332012
