"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
1,-0.811329637430962,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
2,2.32164385021288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2.2641511843146,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4,0.65001971075357,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
5,-0.595626841497429,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
6,0.873787133060248,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1
7,0.764549491592869,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
8,-0.608555334238244,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
9,0.719682295681105,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
10,1.31377865868512,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
11,1.42859838397073,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
12,0.367644540511393,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
13,3.27707494018643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,-0.770853503547366,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
15,0.29854118232261,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1
16,0.973058781177513,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
17,-0.292098854475154,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
18,-0.0953197198034084,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
19,-0.602098221136001,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
20,-0.356066572023608,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
21,0.668591805193182,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1
22,0.873938974334132,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
