"Number.Items","Number.Students.Original","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,1,0.136111212811668,0,0.0107139478348566,1.00201678980953,1,0.00286496775742349,0.00501749274193527,0.66436192386475,1.28125499018781,2.85627108364753,2.99646106982213,1.35260305254667,2.95755658607056,0.413837316483099,0.327754135516937,0.9606237340049,0.327422900771719,0.978638606204291,0.18017446302128,0.535591672813514,0.225832293816038,0.681159902697733,-0.98698011455999,0.572498153286928,0.980114143355201,0.940733146446412,0.58096324979799,0.572208791239459,0.989261646989456,0.875861787472399,0.747689673562877,0.424469625557922,0.731841289360962,0.701626792616726,0.794778461368973,0.475218153920956,0.825324119784302,0.826621657097736
10,5000,2,0.358024814814347,0,0.0104096930497875,1.00028893213176,1,0.00701185605922705,0.0132454740191721,0.61268989040687,1.16040500009192,1.96945589609755,2.11599123061626,1.3520889567507,2.14593733887548,0.679145222215052,0.648594658488173,0.98313582708892,0.641120231417867,0.992318736649615,0.409794595738001,0.616118220908495,0.422738700955446,0.645062966714167,-0.966374137031831,0.80535374742294,0.991532060545154,0.996409018935474,0.789585990651819,0.800699838527439,0.996151964636729,0.988238172555317,0.791664355478203,0.640152009867971,0.784931984893274,0.789542797174085,0.804117950129152,0.650183590192377,0.803158120617707,0.807311666822562
10,5000,3,0.649378547087847,0,0.00976637397921403,1.0002073476036,1,0.0156445328872878,0.00230402544070771,0.544931163613636,0.875261863337745,1.27194550179248,1.45306986970697,1.1438199623406,1.61053382756264,0.771389347064402,0.83938315878513,0.93173456640265,0.841123128410147,0.998539212578372,0.596482599805787,0.657284320747023,0.693933114387395,0.806078050963174,-0.972730175608757,0.916178562718606,0.965263987934207,0.959409387728394,0.919495823123292,0.917127651098879,0.999269339356698,0.932629391536909,0.838316213730912,0.772322859823394,0.810730732578346,0.806278263747034,0.872678366136996,0.833026478803282,0.897818495556409,0.898200962003901
10,5000,4,0.499607673664172,0,0.0110721133367118,1.00053191396954,1,0.00787784010671367,0.00244712068553081,0.616889205012411,0.82987645134763,1.27354323403511,1.49165859497618,1.03533579888394,1.53350032909706,0.641499121860134,0.790652398853889,0.885501915297445,0.778203438900863,0.995619760938058,0.497965830445379,0.549957689574919,0.567364650671811,0.7176043487638,-0.994053846220182,0.889186369021638,0.941011113269894,0.955459739277279,0.8722211904696,0.88215839785203,0.997807476890236,0.938011865819813,0.786959215690286,0.705666940167508,0.741591322478168,0.752554751634097,0.812906495466063,0.753236118804591,0.847115310193246,0.848782805665646
10,5000,5,0.286177581400569,0,0.00981318145325399,1.00101765938924,1,0.011723897011792,0.0193481914879453,0.663283199501709,1.05753058045058,1.99207235011135,2.21651524775805,1.14616195400802,2.14300381138492,0.46810173002617,0.483875290045032,0.847963340064993,0.491564778488701,0.993784518477049,0.272063418952776,0.484153813971118,0.37429764935212,0.749524579842103,-0.972536330595575,0.695611450484417,0.920849249369837,0.888755431170678,0.709751717103919,0.701116808020394,0.996887415146288,0.861427301889309,0.75586196752483,0.521596989018128,0.695811622474875,0.671304505953202,0.794922582597569,0.611798700024873,0.865750876316104,0.863134096984496
10,5000,6,0.392674611939581,0,0.00813813686087943,1.00186914282329,1,0.0114004412753018,0.00394749077697435,0.592748105215416,1.06774943127263,1.77618015626154,1.95278205912631,1.22077560353573,1.98046057127557,0.593093790367977,0.608693760413522,0.957605014087014,0.621045582320532,0.993139696983452,0.406846148218162,0.624813645396923,0.464051390922749,0.734006027764593,-0.99057332520699,0.780188285232177,0.978572947759652,0.962273136002391,0.789585818854807,0.788064453151223,0.996563945255623,0.929127673736745,0.808843859872578,0.637844924898025,0.790451545255573,0.777240130857001,0.833496051514001,0.681213175828795,0.856741517474549,0.857215187478056
10,5000,7,0.266841772059659,0.00190787350168823,0.0111431801145747,0.999833834491053,0.999870760159708,0.0055881031805769,0.00465358983625456,0.584559469017758,1.18784652587523,2.27855882373921,2.38435022865087,1.30486120802648,2.43631051939348,0.537140060898267,0.517889605129157,0.978786553153839,0.524964250584011,0.996883007194447,0.361608103885362,0.66228770776761,0.395841411430834,0.732824202373393,-0.995212418448633,0.719645471832594,0.989336420614261,0.98194795170609,0.723796249928731,0.724544167448755,0.998440287245285,0.954464853308422,0.82146212447794,0.601338593377606,0.813810609274424,0.808279985006449,0.843185854338224,0.629159289394054,0.85605151852759,0.857020836068652
10,5000,8,0.435594131772206,0.00775744142375923,0.0117126574407582,0.997706664786549,0.998216294833983,0.00160210602946408,0.00816660274500339,0.587982694301931,1.13800126103174,1.92439538941536,2.0162578626566,1.33557847743678,2.1190056993232,0.696384522256127,0.687885725222022,0.962482197803891,0.661048367597309,0.999739048882244,0.449067094400045,0.627945256415486,0.481006475517517,0.714841866882287,-0.987281188674499,0.829388766033166,0.981061770636228,0.978619862457436,0.81496202514542,0.813048810095251,0.999869515928075,0.966730306396407,0.806985247161929,0.67012468571158,0.792429969407698,0.79049215831585,0.832938486883901,0.693546303802072,0.845483215021024,0.845105793765349
10,5000,9,0.291528794925542,0,0.00829225468728714,1.00173108180289,1,0.00287848986277263,0.00372645813555422,0.61085600279677,1.07859387395799,1.8602449127447,2.05131336338697,1.17435923573413,2.02297306504346,0.480399154513753,0.467931337909218,0.912307613990738,0.518907453395931,0.984507912428502,0.291113982645663,0.574604008612102,0.4048605689318,0.766009514196307,-0.99743044807861,0.684055069354229,0.955147953979245,0.911204171887201,0.722084494335115,0.720352311994578,0.992223720956369,0.847980363166411,0.792705668970724,0.539549796261346,0.758026390445677,0.723441643796418,0.808599744879033,0.636286546244535,0.875219694817425,0.879726070124668
10,5000,10,0.191220216706866,0,0.00987347820578829,1.00194591452084,1,0.00453547318136547,0.0125889753951921,0.627396813237443,1.22978676419858,2.56265362591866,2.71336186044693,1.3039501749287,2.67718154425961,0.455421860102183,0.36473400284328,0.954150349538716,0.391557841955519,0.979223996841035,0.226616490998413,0.587483877606851,0.29249383737484,0.717479045254628,-0.974122663424519,0.603932117744445,0.976806198556661,0.935797735767824,0.626737525304275,0.625745828556234,0.989557475259035,0.879944450700176,0.784032987917097,0.476042530661304,0.766474968675984,0.734710611490587,0.809271759021294,0.54082699394062,0.847041348019463,0.850257315612252
10,5000,11,-0.00399480552496377,0.00685993914302753,0.0132088010170826,0.991378522694547,0.993294406540203,0.00886190452437358,0.0515981106007623,0.675631410013733,1.23798477646986,41.623180929999,41.544262035347,1.26471949908407,41.6033107201854,0.312549895179274,0.0495726141402213,0.988407397984971,0.145417769971787,0.704063089955727,0.0440440695043506,0.516882159976327,0.0823425244804341,0.400092793795619,-0.744742240684703,0.222649082953919,0.99418680235908,0.779272910759474,0.252717874263279,0.381336819585765,0.839084673889189,0.728389656700886,0.726588856292098,0.209866789903381,0.718945171745612,0.556143671548874,0.605458678574613,0.286953871694449,0.6325288877163,0.671818610000806
10,5000,12,0.499457435973041,0,0.00817607539286843,1.00207485467147,1,0.0235519556966855,0.00309812334775038,0.573894860567929,0.965631780051266,1.60057770450861,1.7883982090145,1.19859013569393,1.83687413459889,0.706700048349124,0.752090173442847,0.940010115439375,0.754024984244865,0.994066470189605,0.514206491290028,0.640286243036337,0.560090867477679,0.730854560362792,-0.967464859682401,0.867231326373103,0.969541188108775,0.979892398595995,0.856728986026767,0.868346120072444,0.997028821142902,0.959288525659696,0.826118073025981,0.717081927878559,0.800178881898502,0.808716128144512,0.844240283482522,0.748392188279435,0.854900321887173,0.858839146026923
10,5000,13,0.503142978577103,0,0.00862328001478498,1.00161595650763,1,0.008934093088158,0.00589791386451033,0.56232549833401,1.00556588839775,1.56448871604287,1.7381950281454,1.2596050281507,1.81583725640716,0.71902416787246,0.761599881390455,0.971743825934817,0.752564547577276,0.998884035214213,0.512029625920621,0.655299478630836,0.549399649599916,0.733860191091566,-0.981621942382618,0.872696901215111,0.985770676138633,0.986695527867247,0.867020119509361,0.867504782452106,0.999441861848008,0.964401879349494,0.8200601777322,0.715562454241849,0.809505700184276,0.80997682185941,0.843868033785714,0.741214982039565,0.856656402002322,0.856452806934518
10,5000,14,0.52457158550734,0.00344873796152806,0.0112161850519851,0.999726250032163,0.999787083358349,0.00440715134348938,0.0065143386757875,0.579008125247784,0.954713319840563,1.48489269768266,1.69114084939706,1.15589493886182,1.73471346225125,0.662441521693098,0.755970339359858,0.92027041012394,0.742901713072492,0.999085709055922,0.490905223573685,0.611583903304897,0.574711328960185,0.776020808708865,-0.992526329435067,0.869465548115541,0.959307255327478,0.954257675481061,0.864427052676335,0.861917463027922,0.999542749989175,0.92715384297172,0.814720715147282,0.70064628991645,0.782038300407913,0.777935229260421,0.850596366014612,0.758097176462349,0.880920432677585,0.881023450358129
10,5000,15,0.471232030943839,0,0.00806659694799833,1.00127927108644,1,0.0093594160133428,0.00378067451315233,0.598412314967792,1.01658565359928,1.57354126152568,1.82733135919928,1.1645975614183,1.79700212743519,0.586007207063904,0.660636641161945,0.89326456232866,0.671856372176078,0.998877657146288,0.425987169965939,0.585324122927337,0.539484333030387,0.795543948816606,-0.993856043172838,0.812795571568857,0.945126744055346,0.935946402320248,0.821884493122545,0.819668452592926,0.999438671028037,0.894996527173785,0.807291641078455,0.652676926178596,0.765064783483946,0.757779620372187,0.846760265034089,0.7344959720995,0.891932704197242,0.891814254272644
10,5000,16,0.342125307015619,0,0.00892202837545063,1.00111727969861,1,0.00980357964379139,0.0266471710031484,0.636787223497898,1.08969236603335,2.02327893505898,2.21492867694972,1.18066308299484,2.19985584331904,0.506073628653743,0.502209761472391,0.900943999305937,0.539104670945884,0.986744669714548,0.319693034843312,0.545841449008837,0.43286466281938,0.765510197672984,-0.920942907086379,0.708667595895554,0.949180698974614,0.906844206206626,0.739559614846562,0.734237475852247,0.993350225104192,0.859292946905538,0.777898052549176,0.565414038420795,0.738810834387827,0.706082707705858,0.813459883838597,0.65792451149002,0.874934396210929,0.875424635126308
