"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20"
1,0.252752989351046,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1
2,0.26137201175991,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
3,1.03245273325258,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0
4,0.456172226352804,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0
5,1.57761331279372,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1
6,0.971229157454974,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0
7,0.332123340193876,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
8,1.05550106875654,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
9,0.6161446784073,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1
10,-1.14909199522767,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
11,0.107719183027256,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
12,-0.405768939560594,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1
13,-0.997770650597243,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
14,0.156967914933889,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
15,-0.386349823530087,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0
16,-2.01893412101275,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
17,1.86615312802644,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1
18,0.909968109351291,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1
19,0.373463320387327,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0
20,0.19608791921327,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
21,-0.360938417558745,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1
22,1.01108141174915,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1
23,0.0150954049927068,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1
24,-1.20298921774662,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
25,0.984983654254887,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
26,0.578608835665045,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
27,1.17480737560114,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0
28,0.633445755417188,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
29,0.0885064185051456,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
30,0.210145550708824,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
31,0.484742262962434,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
32,0.580445662550226,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1
33,0.147021873245363,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
