"Items","Difficulty","Discrimination"
"Item1",-0.993226429243676,1.22769799632396
"Item2",-1.38491757328735,1.29124938883355
"Item3",-0.781644156737983,2.4209380250361
"Item4",0.134540715347314,1.75486842474773
"Item5",1.59413971784993,3.08400354722674
"Item6",-1.14632092915573,0.565087060296941
"Item7",-1.57032293235991,2.92782789669384
"Item8",0.648701134930503,1.25022575867572
"Item9",1.20352826489004,0.988896753460749
"Item10",-0.73570893511335,1.43402171398091
"Item11",-1.59644052940857,3.13864938765524
"Item12",0.380131407326142,1.50358459521738
"Item13",1.19515921462986,1.17817578555078
"Item14",-0.943026016840863,1.29814686162695
"Item15",-2.01666817976259,2.9742946695637
"Item16",1.24967652789055,2.16661505103294
"Item17",-1.34522890792851,0.54165589035801
"Item18",1.94212421432174,3.12265870861256
"Item19",0.546344523868468,1.63767202793656
"Item20",-1.28999795759045,1.44718133942434
"Item21",1.79390762291826,3.21348107290779
"Item22",0.323509304179817,1.10366025484059
"Item23",0.78286978602634,1.49021971786184
"Item24",-0.155929916280517,1.83814837397202
"Item25",-0.944603991719083,1.35140507137587
"Item26",-0.758030663051151,0.757898308126117
"Item27",1.67128325403005,3.02384045770992
"Item28",-0.954052690203727,1.79031488470907
"Item29",0.420296430992977,1.50965837680261
"Item30",0.233815011846055,1.71875341314723
"Item31",-1.60042456476636,3.13201574071084
"Item32",-0.473594232995024,1.64602811818056
"Item33",-1.99349036396499,2.89755709352366
"Item34",1.32622007441771,1.4483589007246
"Item35",0.672820802134067,1.38610662390679
"Item36",1.24433280547071,1.6220851742315
"Item37",-0.219903250518665,1.45089905034626
"Item38",1.15200216962084,0.632360172237951
"Item39",1.50453773451321,3.02020160325325
"Item40",-1.58692335528905,3.16686647777521
