"Items","Difficulty","Discrimination"
"Item1",0.299952872021713,0.25
"Item2",1.30472429335785,0.25
"Item3",-1.34786010419545,0.25
"Item4",-2.16441715224179,0.25
"Item5",0.088823771429942,0.25
"Item6",0.899435814124798,0.25
"Item7",-0.607568674002092,0.25
"Item8",0.141476383191877,0.25
"Item9",1.40313246656646,0.25
"Item10",0.572599951460514,3
"Item11",-1.48492546497232,0.25
"Item12",-1.13601143737011,0.25
"Item13",-0.909897330449666,0.25
"Item14",0.252848534420275,3
"Item15",-1.9765457424508,0.25
"Item16",1.07788468869902,0.25
"Item17",-1.02650475259889,0.25
"Item18",1.74362577219639,0.25
"Item19",0.80947707666987,0.25
"Item20",-0.12107006489277,0.25
"Item21",1.05565318577435,3
"Item22",-0.421699928597184,3
"Item23",-0.557588750255314,0.25
"Item24",0.215063488087682,0.25
"Item25",-0.262192847402751,0.25
"Item26",-0.278427512834219,3
"Item27",0.48465404483457,0.25
"Item28",-1.36273758471717,0.25
"Item29",1.06871424096616,0.25
"Item30",-0.163300289521063,0.25
"Item31",-0.196637160581602,3
"Item32",0.645330868254878,0.25
"Item33",-1.1087886150429,0.25
"Item34",-0.878397598503307,3
"Item35",-0.405856989980584,0.25
