"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",0.581792266430638,0.941177477767361
"Item2",0.793099760044146,-0.760928860309087
"Item3",0.576654365111828,-1.68126943279712
"Item4",0.316166951854717,-0.5273558824658
"Item5",2.63691268599273,1.53088394900634
"Item6",3.40903136011425,-0.734257155292915
"Item7",0.574901198250746,-1.59808096906567
"Item8",0.445009743327383,-0.367967059902978
"Item9",0.443812130897728,2.42093312834375
"Item10",0.582287605682574,0.240308366933863
"Item11",2.90447996150943,1.65018793652809
"Item12",2.84323187403661,-1.70711676160479
"Item13",0.485597752778577,-1.49241675527213
"Item14",0.397614365156877,1.01688816507789
"Item15",3.0984408380929,-0.963574360110682
"Item16",0.309366302883404,-1.61318679410082
"Item17",3.02928161586507,2.04111811412517
"Item18",0.579473984218994,-1.7756966629721
"Item19",2.88713539380113,-0.113133266550772
"Item20",0.499947787387667,-1.08482755317804
"Item21",0.466524817484112,0.278021883744911
"Item22",0.302808291421685,1.53254039222003
"Item23",0.695260960877866,0.999554175641208
"Item24",0.402427648851818,1.59886486529311
"Item25",0.580379462568618,1.43418076905137
"Item26",0.61223260171219,1.8138625683674
"Item27",0.566229036152813,-0.373362143200093
"Item28",0.276106354062319,0.443152634775861
"Item29",0.439188412604376,0.139072995653975
"Item30",0.38510470791454,0.779863877749114
"Item31",0.578949477469149,1.90562099495188
"Item32",0.54464807743118,1.21357037203725
"Item33",0.631782401469124,-0.529439779624257
"Item34",0.873332310242838,0.51373874746025
"Item35",2.62907890064726,-1.86693687757156
