"Items","Difficulty","Discrimination"
"Item1",1.45677921928356,2.13763723491419
"Item2",-0.612939186427912,2.17586878053406
"Item3",-1.12026064289065,2.99595732904436
"Item4",-1.05971395933141,1.88855190895709
"Item5",1.37059181271311,2.10285199148888
"Item6",0.63932684908808,4.16690473468474
"Item7",-0.35687227779619,3.10445003042586
"Item8",0.841012530954092,2.79741074089577
"Item9",-1.96957067765233,0.851685977773627
"Item10",1.85723291149568,0.973711030214077
"Item11",0.151839577640879,2.51946532909612
"Item12",0.633417714867853,2.31048149725253
"Item13",-0.248096962818165,2.27159165085722
"Item14",0.670034484514209,2.33403747867024
"Item15",-0.221470703626033,3.409404531004
"Item16",1.01854164527657,1.97095987326479
"Item17",0.193816632309529,1.71079903059406
"Item18",-0.885882311561495,2.36788992082353
"Item19",-2.13190587844488,1.1041212179059
"Item20",-1.28293199152328,2.19020198820942
"Item21",1.05513012025884,2.91129572830534
"Item22",1.932054606253,1.20658092843755
"Item23",-1.9041311626664,0.849351808402119
"Item24",-0.831147408108135,1.75336608008778
"Item25",-0.461648612695836,2.16047546293226
"Item26",1.76788434295407,0.96916055469772
"Item27",-1.83878388238933,0.757753456277165
"Item28",0.361234930893973,2.93404963098759
"Item29",-2.35138556590653,1.03198909106287
"Item30",1.00442031070152,2.26301392236413
