"Items","Difficulty","Discrimination"
"Item1",1.09943101835116,2.08906932156144
"Item2",0.480000199760896,2.99437616516603
"Item3",-1.46737628341149,2.9468234426395
"Item4",-0.0392744338368736,2.54784577535284
"Item5",2.34468906978401,1.48015338756177
"Item6",1.96328484648681,2.17435371847193
"Item7",0.349614107962341,2.61097726419527
"Item8",0.363371513791189,2.47667089338244
"Item9",1.38003021900649,2.23967279630288
"Item10",-0.941501748996097,3.58499885049564
"Item11",-0.614085825579751,3.65875589201969
"Item12",2.00389990118656,1.62680795387002
"Item13",-1.15581096976066,3.12580905636295
"Item14",-1.09988524486562,3.28940198746837
"Item15",2.09237244408832,1.67847997099687
"Item16",-0.630400390744522,2.95173081202871
"Item17",1.66275280489266,1.96103700487205
"Item18",1.96910519007792,1.60348108077562
"Item19",-1.05044269630606,3.11917127508016
"Item20",-0.459717264567055,2.72959251951697
"Item21",1.03477640919225,2.19712505467086
"Item22",1.68305591072983,1.90583621523963
"Item23",0.328808764384533,2.70713608730052
"Item24",1.24336780921762,2.23464844781697
"Item25",-0.912436437444271,3.36418880683736
"Item26",-1.8660426544375,3.13758669311774
"Item27",2.00513112233835,1.51908563080443
"Item28",-2.54846169899649,3.51226709281465
"Item29",-0.0400889790396573,2.71438012248548
"Item30",-1.30056290108786,3.24527553581643
