"Items","Difficulty","Discrimination"
"Item1",2.09329333525463,1.15410505040366
"Item2",-0.879469132747311,1.1748331142522
"Item3",2.42339232604703,2.10137548951143
"Item4",-1.39062527567225,1.47053759387097
"Item5",1.84343690009669,1.02140325169812
"Item6",-0.682195796741867,1.79869573077934
"Item7",2.43860780280518,1.24782745826358
"Item8",1.3474452891496,1.05116597824712
"Item9",1.35971079192132,2.35361717310675
"Item10",-0.635916717335055,0.638404920946407
"Item11",2.06759692216172,2.52353922848408
"Item12",-1.92259667106339,1.57895267243317
"Item13",-1.38094430977232,3.06138890437485
"Item14",-1.97072378258804,2.98823203655592
"Item15",-0.577494952168898,2.08173684712463
"Item16",-0.120731479393748,0.903048820360841
"Item17",0.974225398962189,2.78015995556633
"Item18",-1.4462548294309,3.15761792653366
"Item19",0.865143208760602,0.552583939437554
"Item20",0.287892811761617,0.814198775921106
