"Items","Difficulty","Discrimination"
"Item1",-0.282848461531103,3.43382993340492
"Item2",0.196378778666258,1.85317080281675
"Item3",0.422743540024385,2.31957806274295
"Item4",0.377528192475438,2.73707523522899
"Item5",-0.256713229464367,1.84228722238913
"Item6",-0.351288578240201,1.88044149288908
"Item7",-0.3428172362037,2.5403791568242
"Item8",0.402796471025795,1.98667039861903
"Item9",0.295156911481172,3.49436759203672
"Item10",-0.344350734958425,2.94242704333737
"Item11",0.478771747322753,3.18612192058936
"Item12",0.336185016902164,2.60119820944965
"Item13",-0.40466951020062,2.73006796697155
"Item14",0.317979304119945,2.47168191941455
"Item15",-0.310587391722947,2.29699815809727
"Item16",0.131409721449018,2.18168192403391
"Item17",-0.368272256338969,3.02941492991522
"Item18",-0.273550875717774,3.1968398601748
"Item19",0.442873178282753,2.11003025062382
"Item20",-0.243513447465375,2.99673506803811
"Item21",-0.22441992117092,1.90974953630939
"Item22",-0.0192239945754409,1.79606268927455
"Item23",0.0505019486881793,1.54479107959196
"Item24",0.181033326080069,3.47013970185071
"Item25",-0.15536965825595,2.88621210772544
"Item26",-0.165388834895566,2.7990048751235
"Item27",-0.336212882306427,3.11935900896788
"Item28",-0.313394974917173,3.30861672805622
"Item29",-0.336070158518851,2.7460987274535
"Item30",-0.0775746013969183,2.65483037615195
"Item31",0.0117273556534201,1.86156716197729
"Item32",0.0716597565915436,1.59487183764577
"Item33",-0.289176710182801,3.1361247273162
"Item34",0.438082108274102,3.13417916465551
"Item35",-0.222215956542641,1.80312640313059
"Item36",0.256469504907727,2.36142130987719
"Item37",-0.14964843983762,2.80526142055169
"Item38",0.151514117373154,2.05124938581139
"Item39",-0.0944064958021045,1.59195653349161
"Item40",0.371095352107659,2.19479430932552
