"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",2.8641246610719,-1.76677830122361
"Item2",3.21431109806098,-1.55417736326556
"Item3",2.81474331219404,0.562611706897164
"Item4",1.61214991684275,2.03923769440098
"Item5",2.66581862559672,0.935539183975259
"Item6",2.48618226316455,0.746179017023922
"Item7",3.03869053593528,-1.01125326850727
"Item8",3.09615165713838,-0.923891555409806
"Item9",2.76672468340533,-0.307919897069591
"Item10",2.87765908164355,-0.663674482783363
"Item11",2.82331077904599,-0.107909666312217
"Item12",2.13168852240195,1.71919891998125
"Item13",2.86668343811703,0.444766759620277
"Item14",1.27867986866724,2.25866055227865
"Item15",2.43690975356135,0.730883533613311
"Item16",1.80239725203621,1.70181247217421
"Item17",3.08084189920663,-1.4887167063055
"Item18",2.74184576309238,0.530769645166218
"Item19",2.78469903560956,-2.25563253815784
"Item20",2.93829489536327,-0.271359697169927
"Item21",3.02036244709971,-2.04380737720172
"Item22",2.64816105536074,0.826193296637555
"Item23",1.6234210608191,1.92227033469987
"Item24",2.36553623537589,1.24079565693397
"Item25",1.40210320512585,2.08791280274482
