"ID","Theta","Item1","Item2","Item3","Item4","Item5","Item6","Item7","Item8","Item9","Item10","Item11","Item12","Item13","Item14","Item15"
1,-0.939671180290483,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2,-1.40674567521258,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
3,0.78292568209773,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0
4,-0.0479746753556909,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
5,-0.203413884520982,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
6,0.00484864886125814,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
7,-0.574388746332918,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1
8,1.4917111270627,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
9,0.289359661046771,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1
10,1.24431384792657,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1
11,0.650505924574072,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1
12,-1.82701678031992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,-0.0690541033483034,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
14,-0.164017692004717,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
15,0.907381511823183,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
16,-0.722394910840947,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0
17,0.555781184867911,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
18,1.12454125872132,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0
19,-0.011676896238733,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
20,1.30930270563432,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
21,-0.788556599025612,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
22,-0.271288204465363,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0
23,-0.0196392889556189,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
24,-0.973115256619871,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
25,-1.98815685227909,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
