"Items","Difficulty","Discrimination"
"Item1",-0.892023339045316,0.292908873502478
"Item2",0.53196284713005,0.400873351369186
"Item3",-0.549930711862824,3.03803677211855
"Item4",-0.172157649168463,0.560889608479641
"Item5",-2.45982641892982,3.11836530216236
"Item6",1.95004817450726,2.91413510899809
"Item7",1.0370542727591,2.95248511719721
"Item8",-2.53040789892677,0.446427945671461
"Item9",-1.10740775135775,0.546646467002785
"Item10",1.53200547969637,0.540963187288699
"Item11",-0.134643580078109,0.529883317983792
"Item12",-1.09809284163493,0.342748642806969
"Item13",-0.634888982860702,0.676447477407005
"Item14",-0.126665213971353,0.583730695276157
"Item15",-2.00151799681247,2.99675150670256
