"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score"
1.3557692917406,16.2893884433519,15,16.1217773295787
0.0067851281251529,5.65234488639156,6,4.32823972188219
-0.734830009791432,3.67720258001091,4,2.00408927673282
0.177829853692896,6.67419054660311,10,7.8937965784245
-0.808050924428789,3.5731462170106,3,1.87142005935906
-1.10030741236314,3.20686422492856,2,1.2355239005355
0.426811543272398,8.61587700753644,9,7.89066631972855
-0.789975137674513,3.59824962572002,4,2.04856234787407
-0.843742212244099,3.52459988487177,4,1.92920115809463
-0.042916186205616,5.41421472643344,2,3.3195966906933
-1.26011303096908,3.02887136138826,2,0.982934652494388
-0.617569202820553,3.85929299544631,5,2.49945906510357
-0.478914294960132,4.10861725472513,5,2.89643331765966
-0.9983755099221,3.32747201748491,3,1.43383136972389
0.558593229617766,9.71339318942498,8,7.86889480553986
0.362236393674125,8.08231967858993,7,7.05595861613061
0.397026128443013,8.36862632569096,7,6.72634579625259
-0.935870146481414,3.4048329194201,3,1.55319255950332
1.67998484041894,19.1496370496518,17,20.2578470679944
-0.17445325818685,4.89450445501759,7,4.31090678177337
0.160615847989334,6.55713113858724,6,4.91955302448634
-0.52127489081908,4.02763386909094,4,2.68766913590485
-0.525196393010319,4.02037169143843,5,2.6061722983629
-0.525196393010319,4.02037169143843,5,2.6061722983629
0.425650591147956,8.60621515379172,10,7.9510279771331
1.1699180297807,14.6910401218419,18,15.065094889648
-0.346136304492071,4.39904399018644,3,2.40842873145791
-1.07071716861581,3.24123444756783,3,1.47830444086514
-0.9983755099221,3.32747201748491,3,1.43383136972389
0.172730842672945,6.63920265750786,6,6.72288835310266
-0.843742212244099,3.52459988487177,4,1.92920115809463
0.228117973688522,7.03265246601093,6,5.10078642685908
0.965037732611276,13.0015934674678,19,15.4229836986162
-0.541421947968029,3.99071982665064,5,2.48818348107064
-1.12101952922954,3.18309281050907,2,1.13391773551362
0.311632662282886,7.67377603128339,8,6.56951661124272
-0.612400524462126,3.86784518629499,4,2.3552950137301
-0.142662784111961,5.00690612400895,3,3.42260743752801
0.195671354910604,6.7986384959592,8,6.94722323119359
-0.617569202820553,3.85929299544631,5,2.49945906510357
-0.0667600092133658,5.30867708445414,9,4.99546015286348
0.740740133129103,11.1991609140148,13,12.4263949839485
0.784882943410839,11.5539073881935,10,10.0524199224136
-0.451360095178854,4.16398892609746,6,2.98355326944138
0.858870491411211,12.147113060826,13,12.6334421906659
-0.440483563963292,4.18648220482596,5,3.08785812878307
-0.801532060630663,3.58215793821412,3,1.95411310224435
-0.789975137674513,3.59824962572002,4,2.04856234787407
0.49348328792638,9.1720008594987,6,6.84774018130143
1.72247146474472,19.5174306257764,19,20.2835747939839
0.41368502192879,8.50673613824422,8,8.77086465095278
-0.843742212244099,3.52459988487177,4,1.92920115809463
-0.946241199594294,3.39179653511882,3,1.46702885683221
-0.363891429176373,4.35642143395758,6,3.58322791715382
0.0970977556363838,6.15222830859715,4,3.92245213841039
-1.19392542482319,3.10114959108687,2,1.01455654573418
-0.734830009791432,3.67720258001091,4,2.00408927673282
-0.554380110299388,3.96748176971853,2,1.74573956883919
0.851668812709406,12.0893691091152,13,11.8791449865913
-0.265914220042454,4.60983943865576,7,3.70926349429889
-0.329527842415556,4.44014879832769,4,2.72867422133358
-0.268554537650368,4.60237766181063,6,3.54998976027512
-0.840979819477476,3.52831092064682,3,1.60009500543618
2.25251975141348,23.487180878986,26,25.2605585861755
-0.453396450896672,4.15981874148813,4,2.89899426130359
-0.632086037677058,3.83553498557484,4,2.32231677658856
-0.157132966031985,4.95479505324906,4,2.91866456255154
