"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item7",1.14090728540789,1.23279012788114
"Item14",4.8148450711043,1.42138933760408
"Item16",5.26395946084867,1.18500824871733
"Item17",4.70205631718248,1.57157563762531
"Item18",3.80885297536586,1.4204040978939
"Item19",3.38441605287053,1.34156757955472
"Item20",1.63624555109965,1.44232407758497
"Item22",1.44633183119234,0.559684418705067
"Item40",0.894707407587331,-2.54421006611526
"Item42",0.880289056992706,-1.55409750095851
"Item43",0.627649136747365,-3.40397586491752
