"Items","Difficulty","Discrimination"
"Item1",0.887268619896152,2.84535256774323
"Item2",-1.20162704818823,2.91991289231306
"Item3",-1.68886431892156,2.9318740489046
"Item4",1.98539399307615,1.33125341721426
"Item5",-2.50712366021084,2.81639437610009
"Item6",-1.48942308772556,3.26758335069772
"Item7",2.05235437730934,1.3461523819616
"Item8",-0.310040537733423,2.94008604732648
"Item9",0.742057873406195,3.00808333589385
"Item10",1.56546966165468,0.954216413752371
"Item11",-2.12541694940156,3.21058260796771
"Item12",1.37711014439102,3.05948478484664
"Item13",-2.61854765996894,3.06736970979832
"Item14",-1.70573186590943,3.03576586028764
"Item15",-2.33619006945699,3.11766970866133
"Item16",1.11575431667065,2.99337013242247
"Item17",-0.464551508397141,2.68220243721107
"Item18",2.08412764379023,2.02316955076981
"Item19",1.32124875064289,2.99839336233967
"Item20",0.170410240638061,2.73682645029804
"Item21",-1.76852865621538,2.95168585948328
"Item22",-0.903419477140153,3.01686695902406
"Item23",2.06060616779539,1.62951107862946
"Item24",-0.408086995177875,3.23517665640833
"Item25",-2.0146558001619,2.86705751579783
