"Items","Est.Discrimination.2PL","Est.Difficulty.2PL"
"Item1",3.24784185811483,-1.81452546324626
"Item2",2.90991126398916,1.02909561529294
"Item3",3.00669258520433,0.0194240386966097
"Item4",2.8801307922601,0.947208338634118
"Item5",2.94272465263374,-1.78019547634464
"Item6",2.91987427258017,1.34517168128908
"Item7",2.88575303697259,-1.47396212087806
"Item8",1.29707180955648,2.12709913238861
"Item9",2.87303933954158,-1.69947089903899
"Item10",2.90874397496085,-2.45029015848644
"Item11",0.812507388902844,1.90003324702875
"Item12",3.03210910213007,-0.149828717700448
"Item13",3.0353528112198,-0.50556957937361
"Item14",3.12973529530541,-2.22655670793915
"Item15",2.80416295389853,0.421053013109021
"Item16",2.74815507050178,0.206147899232683
"Item17",2.97003198100048,1.39110520213123
"Item18",3.2404119066497,1.25238532461722
"Item19",2.67263567915628,-1.94403752362413
"Item20",3.08469939587908,1.15160603643899
"Item21",3.1981698684634,1.11557291800105
"Item22",2.86084131176408,1.03274792148791
"Item23",1.14301656555122,1.87970794789433
"Item24",3.0108077176155,-0.936262446486281
"Item25",3.06054755295397,0.985472597253121
"Item26",3.09391801798747,-1.03644664151055
"Item27",3.03541797664909,-0.98550670573786
"Item28",2.83808925168844,-1.52682085773715
"Item29",3.00584956830607,-0.01759654207973
"Item30",3.17994703594974,-0.850346920626663
"Item31",2.95641651114327,-0.0447773114264823
"Item32",0.766521714644391,2.11875174117116
"Item33",3.08931800676636,0.69159946230457
"Item34",2.65886968766751,-0.957982547929291
"Item35",2.98508068165,1.14717046554901
